relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex;origin;connection_epoch
23278;1787244177399;1505;BikePerformance / Fahrleistung;18;6;7;00-00-00-00-FF-FF-00-04-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
23490;1787244177611;1506;Trip / Kilometer & Betriebszähler;16;6;7;00-00-1B-ED-00-02-2D-6F-00-00-02-CA-00-00-00-00;NOTIFICATION;1
23901;1787244178022;1508;Settings / Licht & Fahrstufe;17;6;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
24108;1787244178229;1509;BatteryChange / Akku-Livestand;11;6;–;00-00-FF-FF-36-BC-AC-00-00-00-00;NOTIFICATION;1
24323;1787244178444;150A;MotorUpdate / Motor-Livestand;10;6;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
24529;1787244178650;150B;Motor-/Controllerblock;20;6;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
24739;1787244178860;150D;Fahrstatistik Max/Ø;20;6;1;00-16-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
25779;1787244179900;1502;Akkuinformationen;16;7;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
26199;1787244180320;1505;BikePerformance / Fahrleistung;18;7;7;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
26401;1787244180522;1506;Trip / Kilometer & Betriebszähler;16;7;7;00-00-1B-ED-00-02-2D-72-00-00-02-CA-00-00-00-00;NOTIFICATION;1
26819;1787244180940;1508;Settings / Licht & Fahrstufe;17;7;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
27029;1787244181150;1509;BatteryChange / Akku-Livestand;11;7;–;00-00-FF-FF-36-BC-AC-00-00-00-00;NOTIFICATION;1
27240;1787244181361;150A;MotorUpdate / Motor-Livestand;10;7;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
27448;1787244181569;150B;Motor-/Controllerblock;20;7;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
27659;1787244181780;150D;Fahrstatistik Max/Ø;20;7;–;00-16-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
28699;1787244182820;1502;Akkuinformationen;16;8;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
29117;1787244183238;1505;BikePerformance / Fahrleistung;18;8;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
29318;1787244183439;1506;Trip / Kilometer & Betriebszähler;16;8;–;00-00-1B-ED-00-02-2D-72-00-00-02-CA-00-00-00-00;NOTIFICATION;1
29739;1787244183860;1508;Settings / Licht & Fahrstufe;17;8;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
29949;1787244184070;1509;BatteryChange / Akku-Livestand;11;8;–;00-00-FF-FF-36-BC-AC-00-00-00-00;NOTIFICATION;1
30159;1787244184280;150A;MotorUpdate / Motor-Livestand;10;8;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
30372;1787244184493;150B;Motor-/Controllerblock;20;8;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
30580;1787244184701;150D;Fahrstatistik Max/Ø;20;8;–;00-16-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
31620;1787244185741;1502;Akkuinformationen;16;9;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
32042;1787244186163;1505;BikePerformance / Fahrleistung;18;9;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
32241;1787244186362;1506;Trip / Kilometer & Betriebszähler;16;9;–;00-00-1B-ED-00-02-2D-72-00-00-02-CA-00-00-00-00;NOTIFICATION;1
32659;1787244186780;1508;Settings / Licht & Fahrstufe;17;9;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
32868;1787244186989;1509;BatteryChange / Akku-Livestand;11;9;–;00-00-FF-FF-36-BC-AC-00-00-00-00;NOTIFICATION;1
33079;1787244187200;150A;MotorUpdate / Motor-Livestand;10;9;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
33291;1787244187412;150B;Motor-/Controllerblock;20;9;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
33490;1787244187611;150D;Fahrstatistik Max/Ø;20;9;–;00-16-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
34542;1787244188663;1502;Akkuinformationen;16;10;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
34952;1787244189073;1505;BikePerformance / Fahrleistung;18;10;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
35161;1787244189282;1506;Trip / Kilometer & Betriebszähler;16;10;–;00-00-1B-ED-00-02-2D-72-00-00-02-CA-00-00-00-00;NOTIFICATION;1
35580;1787244189701;1508;Settings / Licht & Fahrstufe;17;10;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
35790;1787244189911;1509;BatteryChange / Akku-Livestand;11;10;–;00-00-FF-FF-36-BC-AC-00-00-00-00;NOTIFICATION;1
36001;1787244190122;150A;MotorUpdate / Motor-Livestand;10;10;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
36209;1787244190330;150B;Motor-/Controllerblock;20;10;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
36412;1787244190533;150D;Fahrstatistik Max/Ø;20;10;–;00-16-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
37457;1787244191578;1502;Akkuinformationen;16;11;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
37869;1787244191990;1505;BikePerformance / Fahrleistung;18;11;7;00-00-00-00-FF-FF-00-12-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
38077;1787244192198;1506;Trip / Kilometer & Betriebszähler;16;11;7;00-00-1B-ED-00-02-2D-73-00-00-02-CA-00-00-00-00;NOTIFICATION;1
38500;1787244192621;1508;Settings / Licht & Fahrstufe;17;11;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
38707;1787244192828;1509;BatteryChange / Akku-Livestand;11;11;–;00-00-FF-FF-36-BC-AC-00-00-00-00;NOTIFICATION;1
38919;1787244193040;150A;MotorUpdate / Motor-Livestand;10;11;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
39129;1787244193250;150B;Motor-/Controllerblock;20;11;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
39328;1787244193449;150D;Fahrstatistik Max/Ø;20;11;1;00-29-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
40380;1787244194501;1502;Akkuinformationen;16;12;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
40788;1787244194909;1505;BikePerformance / Fahrleistung;18;12;7;00-00-00-00-FF-FF-00-22-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
41000;1787244195121;1506;Trip / Kilometer & Betriebszähler;16;12;7;00-00-1B-ED-00-02-2D-76-00-00-02-CA-00-00-00-00;NOTIFICATION;1
41418;1787244195539;1508;Settings / Licht & Fahrstufe;17;12;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
41631;1787244195752;1509;BatteryChange / Akku-Livestand;11;12;–;00-00-FF-FF-36-BC-AC-00-00-00-00;NOTIFICATION;1
41840;1787244195961;150A;MotorUpdate / Motor-Livestand;10;12;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
42040;1787244196161;150B;Motor-/Controllerblock;20;12;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
42253;1787244196374;150D;Fahrstatistik Max/Ø;20;12;1;00-33-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
43299;1787244197420;1502;Akkuinformationen;16;13;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
43710;1787244197831;1505;BikePerformance / Fahrleistung;18;13;0,1,2,3,7;1A-D6-1A-D6-FF-FF-00-41-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
43920;1787244198041;1506;Trip / Kilometer & Betriebszähler;16;13;7;00-00-1B-ED-00-02-2D-79-00-00-02-CA-00-00-00-00;NOTIFICATION;1
44341;1787244198462;1508;Settings / Licht & Fahrstufe;17;13;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
44554;1787244198675;1509;BatteryChange / Akku-Livestand;11;13;0,1,5,6,9,10;46-50-FF-FF-36-B3-4C-00-00-03-3A;NOTIFICATION;1
44751;1787244198872;150A;MotorUpdate / Motor-Livestand;10;13;0,1;36-B0-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
44958;1787244199079;150B;Motor-/Controllerblock;20;13;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
45174;1787244199295;150D;Fahrstatistik Max/Ø;20;13;1;00-A4-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
46209;1787244200330;1502;Akkuinformationen;16;14;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
46632;1787244200753;1505;BikePerformance / Fahrleistung;18;14;0,1,2,3,7;00-00-00-00-FF-FF-00-B1-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
46840;1787244200961;1506;Trip / Kilometer & Betriebszähler;16;14;7;00-00-1B-ED-00-02-2D-7C-00-00-02-CA-00-00-00-00;NOTIFICATION;1
47270;1787244201391;1508;Settings / Licht & Fahrstufe;17;14;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
47470;1787244201591;1509;BatteryChange / Akku-Livestand;11;14;0,1,5,6,9,10;00-00-FF-FF-36-BB-E4-00-00-00-00;NOTIFICATION;1
47673;1787244201794;150A;MotorUpdate / Motor-Livestand;10;14;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
47880;1787244202001;150B;Motor-/Controllerblock;20;14;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
48092;1787244202213;150D;Fahrstatistik Max/Ø;20;14;1;00-B9-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
49130;1787244203251;1502;Akkuinformationen;16;15;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
49550;1787244203671;1505;BikePerformance / Fahrleistung;18;15;7;00-00-00-00-FF-FF-00-8C-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
49761;1787244203882;1506;Trip / Kilometer & Betriebszähler;16;15;7;00-00-1B-ED-00-02-2D-7F-00-00-02-CA-00-00-00-00;NOTIFICATION;1
50181;1787244204302;1508;Settings / Licht & Fahrstufe;17;15;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
50378;1787244204499;1509;BatteryChange / Akku-Livestand;11;15;5,6;00-00-FF-FF-36-BC-48-00-00-00-00;NOTIFICATION;1
50591;1787244204712;150A;MotorUpdate / Motor-Livestand;10;15;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
50805;1787244204926;150B;Motor-/Controllerblock;20;15;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
51010;1787244205131;150D;Fahrstatistik Max/Ø;20;15;–;00-B9-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
52050;1787244206171;1502;Akkuinformationen;16;16;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
52472;1787244206593;1505;BikePerformance / Fahrleistung;18;16;7;00-00-00-00-FF-FF-00-6D-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
52678;1787244206799;1506;Trip / Kilometer & Betriebszähler;16;16;7;00-00-1B-ED-00-02-2D-81-00-00-02-CA-00-00-00-00;NOTIFICATION;1
53100;1787244207221;1508;Settings / Licht & Fahrstufe;17;16;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
53304;1787244207425;1509;BatteryChange / Akku-Livestand;11;16;–;00-00-FF-FF-36-BC-48-00-00-00-00;NOTIFICATION;1
53511;1787244207632;150A;MotorUpdate / Motor-Livestand;10;16;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
53718;1787244207839;150B;Motor-/Controllerblock;20;16;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
53930;1787244208051;150D;Fahrstatistik Max/Ø;20;16;–;00-B9-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
54970;1787244209091;1502;Akkuinformationen;16;17;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
55392;1787244209513;1505;BikePerformance / Fahrleistung;18;17;7;00-00-00-00-FF-FF-00-4F-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
55602;1787244209723;1506;Trip / Kilometer & Betriebszähler;16;17;7;00-00-1B-ED-00-02-2D-84-00-00-02-CA-00-00-00-00;NOTIFICATION;1
56019;1787244210140;1508;Settings / Licht & Fahrstufe;17;17;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
56224;1787244210345;1509;BatteryChange / Akku-Livestand;11;17;–;00-00-FF-FF-36-BC-48-00-00-00-00;NOTIFICATION;1
56430;1787244210551;150A;MotorUpdate / Motor-Livestand;10;17;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
56641;1787244210762;150B;Motor-/Controllerblock;20;17;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
56851;1787244210972;150D;Fahrstatistik Max/Ø;20;17;–;00-B9-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
57889;1787244212010;1502;Akkuinformationen;16;18;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
58310;1787244212431;1505;BikePerformance / Fahrleistung;18;18;0,1,2,3,7;17-A2-17-A2-FF-FF-00-AC-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
58521;1787244212642;1506;Trip / Kilometer & Betriebszähler;16;18;7;00-00-1B-ED-00-02-2D-87-00-00-02-CA-00-00-00-00;NOTIFICATION;1
58932;1787244213053;1508;Settings / Licht & Fahrstufe;17;18;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
59141;1787244213262;1509;BatteryChange / Akku-Livestand;11;18;0,1,5,6,9,10;23-28-FF-FF-36-B7-34-00-00-01-A6;NOTIFICATION;1
59350;1787244213471;150A;MotorUpdate / Motor-Livestand;10;18;0,1;1F-40-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
59560;1787244213681;150B;Motor-/Controllerblock;20;18;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
59774;1787244213895;150D;Fahrstatistik Max/Ø;20;18;1;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
60810;1787244214931;1502;Akkuinformationen;16;19;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
61230;1787244215351;1505;BikePerformance / Fahrleistung;18;19;0,1,2,3,7;03-B6-03-B6-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
61440;1787244215561;1506;Trip / Kilometer & Betriebszähler;16;19;7;00-00-1B-ED-00-02-2D-8A-00-00-02-CA-00-00-00-00;NOTIFICATION;1
61851;1787244215972;1508;Settings / Licht & Fahrstufe;17;19;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
62060;1787244216181;1509;BatteryChange / Akku-Livestand;11;19;0,1,5,6,9,10;03-E8-FF-FF-36-BB-1C-00-00-00-2F;NOTIFICATION;1
62270;1787244216391;150A;MotorUpdate / Motor-Livestand;10;19;0,1;03-E8-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
62483;1787244216604;150B;Motor-/Controllerblock;20;19;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
62691;1787244216812;150D;Fahrstatistik Max/Ø;20;19;–;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
63729;1787244217850;1502;Akkuinformationen;16;20;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
64153;1787244218274;1505;BikePerformance / Fahrleistung;18;20;0,1,2,3;01-D6-01-D6-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
64361;1787244218482;1506;Trip / Kilometer & Betriebszähler;16;20;7;00-00-1B-ED-00-02-2D-8D-00-00-02-CA-00-00-00-00;NOTIFICATION;1
64772;1787244218893;1508;Settings / Licht & Fahrstufe;17;20;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
64980;1787244219101;1509;BatteryChange / Akku-Livestand;11;20;5,6;03-E8-FF-FF-36-BA-B8-00-00-00-2F;NOTIFICATION;1
65188;1787244219309;150A;MotorUpdate / Motor-Livestand;10;20;–;03-E8-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
65399;1787244219520;150B;Motor-/Controllerblock;20;20;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
