relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent_raw;battery_percent_stable;battery_stability;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;speed_raw_1505_u16be_b6_b7;motor_load_raw_be;light_state_1508_b0;ride_mode_1508_b3;start_mode_1508_b11;source_channel
8544;1787947765495;;;;RESET;;;;;;;;;;;;;;;1502
9179;1787947766130;0.0;;;RESET;;;;;;;;;;0;;;;;1505
9388;1787947766339;0.0;;;RESET;;;;;;;;0.0;736.1;0;;;;;1506
9807;1787947766758;0.0;;;RESET;;;;;;;;0.0;736.1;0;;1;2;0;1508
10011;1787947766962;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct;;;0.0;736.1;0;0;1;2;0;1509
10218;1787947767169;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150A
10430;1787947767381;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150B
10638;1787947767589;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150D
11676;1787947768627;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1502
12096;1787947769047;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1505
12306;1787947769257;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1506
12718;1787947769669;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1508
12925;1787947769876;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct;;;0.0;736.1;0;0;1;2;0;1509
13136;1787947770087;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150A
13346;1787947770297;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150B
13558;1787947770509;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150D
14597;1787947771548;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1502
15017;1787947771968;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1505
15226;1787947772177;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1506
15638;1787947772589;0.0;70;;WAITING_FOR_REST;49.9;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1508
15849;1787947772800;0.0;70;70;STABLE;50.0;0.0;0.0;0.0;1509_direct;;;0.0;736.1;0;0;1;2;0;1509
16059;1787947773010;0.0;70;70;STABLE;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150A
16272;1787947773223;0.0;70;70;STABLE;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150B
16477;1787947773428;0.0;70;70;STABLE;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150D
17517;1787947774468;0.0;70;70;STABLE;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1502
17938;1787947774889;0.0;70;70;STABLE;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1505
18137;1787947775088;0.0;70;70;STABLE;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1506
18556;1787947775507;0.0;70;70;STABLE;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1508
18778;1787947775729;0.0;70;70;WAITING_FOR_REST;50.0;0.0;0.0;0.0;1509_direct;;;0.0;736.1;0;0;1;2;0;1509
18979;1787947775930;0.0;70;70;WAITING_FOR_REST;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150A
19186;1787947776137;0.0;70;70;WAITING_FOR_REST;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150B
19395;1787947776346;0.0;70;70;WAITING_FOR_REST;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;150D
20439;1787947777390;0.0;70;70;WAITING_FOR_REST;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1502
20846;1787947777797;0.0;70;70;WAITING_FOR_REST;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1505
21057;1787947778008;0.0;70;70;WAITING_FOR_REST;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1506
21480;1787947778431;0.0;70;70;WAITING_FOR_REST;50.0;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.1;0;0;1;2;0;1508
