relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent;voltage_v;current_a;power_w;motor_temp_c;battery_temp_c;trip_km;odometer_km;drive_raw_1505_b7;motor_load_raw_be;battery_state_raw_1509_b6;accessory_raw_b0;accessory_raw_b3;source_channel
55337;1786898819050;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1506
55752;1786898819465;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1508
55946;1786898819659;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1509
56159;1786898819872;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150A
56360;1786898820073;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150B
56576;1786898820289;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150D
57617;1786898821330;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1502
58034;1786898821747;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1505
58249;1786898821962;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1506
58664;1786898822377;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1508
58869;1786898822582;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1509
59069;1786898822782;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150A
59283;1786898822996;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150B
59497;1786898823210;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150D
60533;1786898824246;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1502
60949;1786898824662;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1505
61174;1786898824887;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1506
61581;1786898825294;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1508
61783;1786898825496;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1509
61997;1786898825710;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150A
62209;1786898825922;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150B
62422;1786898826135;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150D
63457;1786898827170;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1502
63873;1786898827586;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1505
64087;1786898827800;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1506
64503;1786898828216;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1508
64706;1786898828419;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1509
64919;1786898828632;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150A
65122;1786898828835;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150B
65336;1786898829049;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;150D
66371;1786898830084;0.0;75;50.5;0.0;0.0;;;;708.3;0;0;;0;2;1502
66801;1786898830514;4.2;75;50.5;0.0;0.0;;;;708.3;42;0;;0;2;1505
67005;1786898830718;4.2;75;50.5;0.0;0.0;;;;708.3;42;0;;0;2;1506
67420;1786898831133;4.2;75;50.5;0.0;0.0;;;;708.3;42;0;;0;2;1508
67630;1786898831343;4.2;75;50.3;1.0;50.0;;;;708.3;42;50;;0;2;1509
67834;1786898831547;4.2;75;50.3;1.0;50.3;;;;708.3;42;50;;0;2;150A
68048;1786898831761;4.2;75;50.3;1.0;50.3;;;;708.3;42;50;;0;2;150B
68250;1786898831963;4.2;75;50.3;1.0;50.3;;;;708.3;42;50;;0;2;150D
69299;1786898833012;4.2;75;50.3;1.0;50.3;;;;708.3;42;50;;0;2;1502
69715;1786898833428;9.0;75;50.3;1.0;50.3;;;;708.3;90;50;;0;2;1505
69928;1786898833641;9.0;75;50.3;1.0;50.3;;;;708.3;90;50;;0;2;1506
70344;1786898834057;9.0;75;50.3;1.0;50.3;;;;708.3;90;50;;0;2;1508
70548;1786898834261;9.0;75;50.5;0.0;0.0;;;;708.3;90;0;;0;2;1509
70761;1786898834474;9.0;75;50.5;0.0;0.0;;;;708.3;90;0;;0;2;150A
70963;1786898834676;9.0;75;50.5;0.0;0.0;;;;708.3;90;0;;0;2;150B
71177;1786898834890;9.0;75;50.5;0.0;0.0;;;;708.3;90;0;;0;2;150D
72224;1786898835937;9.0;75;50.5;0.0;0.0;;;;708.3;90;0;;0;2;1502
72638;1786898836351;11.2;75;50.5;0.0;0.0;;;;708.3;112;0;;0;2;1505
72839;1786898836552;11.2;75;50.5;0.0;0.0;;;;708.3;112;0;;0;2;1506
73256;1786898836969;11.2;75;50.5;0.0;0.0;;;;708.3;112;0;;0;2;1508
73471;1786898837184;11.2;75;50.5;0.0;0.0;;;;708.3;112;0;;0;2;1509
73686;1786898837399;11.2;75;50.5;0.0;0.0;;;;708.3;112;0;;0;2;150A
73886;1786898837599;11.2;75;50.5;0.0;0.0;;;;708.3;112;0;;0;2;150B
74101;1786898837814;11.2;75;50.5;0.0;0.0;;;;708.3;112;0;;0;2;150D
75136;1786898838849;11.2;75;50.5;0.0;0.0;;;;708.3;112;0;;0;2;1502
75765;1786898839478;11.2;75;50.5;0.0;0.0;;;;708.3;112;0;;0;2;1506
76180;1786898839893;11.2;75;50.5;0.0;0.0;;;;708.3;112;0;;0;2;1508
76397;1786898840110;11.2;75;50.4;1.0;50.0;;;;708.3;112;50;;0;2;1509
76599;1786898840312;11.2;75;50.4;1.0;50.4;;;;708.3;112;50;;0;2;150A
76813;1786898840526;11.2;75;50.4;1.0;50.4;;;;708.3;112;50;;0;2;150B
77013;1786898840726;11.2;75;50.4;1.0;50.4;;;;708.3;112;50;;0;2;150D
78062;1786898841775;11.2;75;50.4;1.0;50.4;;;;708.3;112;50;;0;2;1502
78475;1786898842188;16.3;75;50.4;1.0;50.4;;;;708.3;163;50;;0;2;1505
78694;1786898842407;16.3;75;50.4;1.0;50.4;;;;708.3;163;50;;0;2;1506
79106;1786898842819;16.3;75;50.4;1.0;50.4;;;;708.3;163;50;;0;2;1508
79310;1786898843023;16.3;75;50.1;1.0;50.0;;;;708.3;163;50;;0;2;1509
79523;1786898843236;16.3;75;50.1;1.0;50.1;;;;708.3;163;50;;0;2;150A
79727;1786898843440;16.3;75;50.1;1.0;50.1;;;;708.3;163;50;;0;2;150B
79941;1786898843654;16.3;75;50.1;1.0;50.1;;;;708.3;163;50;;0;2;150D
80988;1786898844701;16.3;75;50.1;1.0;50.1;;;;708.3;163;50;;0;2;1502
81413;1786898845126;15.1;75;50.1;1.0;50.1;;;;708.3;151;50;;0;2;1505
81607;1786898845320;15.1;75;50.1;1.0;50.1;;;;708.3;151;50;;0;2;1506
82020;1786898845733;15.1;75;50.1;1.0;50.1;;;;708.3;151;50;;0;2;1508
82232;1786898845945;15.1;75;50.4;0.0;0.0;;;;708.3;151;0;;0;2;1509
82438;1786898846151;15.1;75;50.4;0.0;0.0;;;;708.3;151;0;;0;2;150A
82652;1786898846365;15.1;75;50.4;0.0;0.0;;;;708.3;151;0;;0;2;150B
82866;1786898846579;15.1;75;50.4;0.0;0.0;;;;708.3;151;0;;0;2;150D
83900;1786898847613;15.1;75;50.4;0.0;0.0;;;;708.3;151;0;;0;2;1502
84318;1786898848031;9.6;75;50.4;0.0;0.0;;;;708.3;96;0;;0;2;1505
84530;1786898848243;9.6;75;50.4;0.0;0.0;;;;708.3;96;0;;0;2;1506
84946;1786898848659;9.6;75;50.4;0.0;0.0;;;;708.3;96;0;;0;2;1508
85148;1786898848861;9.6;75;50.5;0.0;0.0;;;;708.3;96;0;;0;2;1509
85363;1786898849076;9.6;75;50.5;0.0;0.0;;;;708.3;96;0;;0;2;150A
85576;1786898849289;9.6;75;50.5;0.0;0.0;;;;708.3;96;0;;0;2;150B
85788;1786898849501;9.6;75;50.5;0.0;0.0;;;;708.3;96;0;;0;2;150D
86826;1786898850539;9.6;75;50.5;0.0;0.0;;;;708.3;96;0;;0;2;1502
87240;1786898850953;4.3;75;50.5;0.0;0.0;;;;708.3;43;0;;0;2;1505
87457;1786898851170;4.3;75;50.5;0.0;0.0;;;;708.3;43;0;;0;2;1506
87871;1786898851584;4.3;75;50.5;0.0;0.0;;;;708.3;43;0;;0;2;1508
88072;1786898851785;4.3;75;50.5;0.0;0.0;;;;708.3;43;0;;0;2;1509
88288;1786898852001;4.3;75;50.5;0.0;0.0;;;;708.3;43;0;;0;2;150A
88491;1786898852204;4.3;75;50.5;0.0;0.0;;;;708.3;43;0;;0;2;150B
88703;1786898852416;4.3;75;50.5;0.0;0.0;;;;708.3;43;0;;0;2;150D
89753;1786898853466;4.3;75;50.5;0.0;0.0;;;;708.3;43;0;;0;2;1502
90165;1786898853878;0.7;75;50.5;0.0;0.0;;;;708.3;7;0;;0;2;1505
90370;1786898854083;0.7;75;50.5;0.0;0.0;;;;708.3;7;0;;0;2;1506
90784;1786898854497;0.7;75;50.5;0.0;0.0;;;;708.3;7;0;;0;2;1508
91010;1786898854723;0.7;75;50.5;0.0;0.0;;;;708.3;7;0;;0;2;1509
91202;1786898854915;0.7;75;50.5;0.0;0.0;;;;708.3;7;0;;0;2;150A
91416;1786898855129;0.7;75;50.5;0.0;0.0;;;;708.3;7;0;;0;2;150B
91616;1786898855329;0.7;75;50.5;0.0;0.0;;;;708.3;7;0;;0;2;150D
92666;1786898856379;0.7;75;50.5;0.0;0.0;;;;708.3;7;0;;0;2;1502
93081;1786898856794;7.3;75;50.5;0.0;0.0;;;;708.3;73;0;;0;2;1505
93294;1786898857007;7.3;75;50.5;0.0;0.0;;;;708.3;73;0;;0;2;1506
93713;1786898857426;7.3;75;50.5;0.0;0.0;;;;708.3;73;0;;0;2;1508
93911;1786898857624;7.3;75;49.1;17.0;834.0;;;;708.3;73;834;;0;2;1509
94126;1786898857839;7.3;75;49.1;17.0;834.7;;;;708.3;73;834;;0;2;150A
94342;1786898858055;7.3;75;49.1;17.0;834.7;;;;708.3;73;834;;0;2;150B
94548;1786898858261;7.3;75;49.1;17.0;834.7;;;;708.3;73;834;;0;2;150D
95593;1786898859306;7.3;75;49.1;17.0;834.7;;;;708.3;73;834;;0;2;1502
96211;1786898859924;7.3;75;49.1;17.0;834.7;;;;708.3;73;834;;0;2;1506
96627;1786898860340;7.3;75;49.1;17.0;834.7;;;;708.3;73;834;;0;2;1508
96840;1786898860553;7.3;75;49.1;8.0;392.0;;;;708.3;73;392;;0;2;1509
97056;1786898860769;7.3;75;49.1;8.0;392.8;;;;708.3;73;392;;0;2;150A
97256;1786898860969;7.3;75;49.1;8.0;392.8;;;;708.3;73;392;;0;2;150B
97468;1786898861181;7.3;75;49.1;8.0;392.8;;;;708.3;73;392;;0;2;150D
98503;1786898862216;7.3;75;49.1;8.0;392.8;;;;708.3;73;392;;0;2;1502
98930;1786898862643;21.8;75;49.1;8.0;392.8;;;;708.3;218;392;;0;2;1505
99134;1786898862847;21.8;75;49.1;8.0;392.8;;;;708.3;218;392;;0;2;1506
99552;1786898863265;21.8;75;49.1;8.0;392.8;;;;708.3;218;392;;0;2;1508
99762;1786898863475;21.8;75;49.6;4.0;198.0;;;;708.3;218;198;;0;2;1509
99967;1786898863680;21.8;75;49.6;4.0;198.4;;;;708.3;218;198;;0;2;150A
100180;1786898863893;21.8;75;49.6;4.0;198.4;;;;708.3;218;198;;0;2;150B
100381;1786898864094;21.8;75;49.6;4.0;198.4;;;;708.3;218;198;;0;2;150D
101430;1786898865143;21.8;75;49.6;4.0;198.4;;;;708.3;218;198;;0;2;1502
101845;1786898865558;21.8;75;49.6;4.0;198.4;;;;708.3;218;198;;0;2;1505
102059;1786898865772;21.8;75;49.6;4.0;198.4;;;;708.4;218;198;;0;2;1506
102476;1786898866189;21.8;75;49.6;4.0;198.4;;;;708.4;218;198;;0;2;1508
102678;1786898866391;21.8;75;50.1;1.0;148.0;;;;708.4;218;148;;0;2;1509
102892;1786898866605;21.8;75;50.1;1.0;50.1;;;;708.4;218;148;;0;2;150A
103094;1786898866807;21.8;75;50.1;1.0;50.1;;;;708.4;218;148;;0;2;150B
103308;1786898867021;21.8;75;50.1;1.0;50.1;;;;708.4;218;148;;0;2;150D
104355;1786898868068;21.8;75;50.1;1.0;50.1;;;;708.4;218;148;;0;2;1502
104770;1786898868483;16.2;75;50.1;1.0;50.1;;;;708.4;162;148;;0;2;1505
104970;1786898868683;16.2;75;50.1;1.0;50.1;;;;708.4;162;148;;0;2;1506
105390;1786898869103;16.2;75;50.1;1.0;50.1;;;;708.4;162;148;;0;2;1508
105603;1786898869316;16.2;75;50.3;0.0;0.0;;;;708.4;162;0;;0;2;1509
105806;1786898869519;16.2;75;50.3;0.0;0.0;;;;708.4;162;0;;0;2;150A
106019;1786898869732;16.2;75;50.3;0.0;0.0;;;;708.4;162;0;;0;2;150B
106233;1786898869946;16.2;75;50.3;0.0;0.0;;;;708.4;162;0;;0;2;150D
107269;1786898870982;16.2;75;50.3;0.0;0.0;;;;708.4;162;0;;0;2;1502
107685;1786898871398;15.0;75;50.3;0.0;0.0;;;;708.4;150;0;;0;2;1505
107898;1786898871611;15.0;75;50.3;0.0;0.0;;;;708.4;150;0;;0;2;1506
108314;1786898872027;15.0;75;50.3;0.0;0.0;;;;708.4;150;0;;0;2;1508
108529;1786898872242;15.0;75;50.3;2.0;100.0;;;;708.4;150;100;;0;2;1509
108730;1786898872443;15.0;75;50.3;2.0;100.6;;;;708.4;150;100;;0;2;150A
108944;1786898872657;15.0;75;50.3;2.0;100.6;;;;708.4;150;100;;0;2;150B
109150;1786898872863;15.0;75;50.3;2.0;100.6;;;;708.4;150;100;;0;2;150D
110195;1786898873908;15.0;75;50.3;2.0;100.6;;;;708.4;150;100;;0;2;1502
110611;1786898874324;16.3;75;50.3;2.0;100.6;;;;708.4;163;100;;0;2;1505
110823;1786898874536;16.3;75;50.3;2.0;100.6;;;;708.4;163;100;;0;2;1506
111239;1786898874952;16.3;75;50.3;2.0;100.6;;;;708.4;163;100;;0;2;1508
111441;1786898875154;16.3;75;49.0;8.0;392.0;;;;708.4;163;392;;0;2;1509
111657;1786898875370;16.3;75;49.0;8.0;392.0;;;;708.4;163;392;;0;2;150A
111857;1786898875570;16.3;75;49.0;8.0;392.0;;;;708.4;163;392;;0;2;150B
112071;1786898875784;16.3;75;49.0;8.0;392.0;;;;708.4;163;392;;0;2;150D
113118;1786898876831;16.3;75;49.0;8.0;392.0;;;;708.4;163;392;;0;2;1502
113532;1786898877245;19.9;75;49.0;8.0;392.0;;;;708.4;199;392;;0;2;1505
113739;1786898877452;19.9;75;49.0;8.0;392.0;;;;708.4;199;392;;0;2;1506
114155;1786898877868;19.9;75;49.0;8.0;392.0;;;;708.4;199;392;;0;2;1508
114368;1786898878081;19.9;75;49.5;5.0;247.0;;;;708.4;199;247;;0;2;1509
