relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex
138163;1786898901876;150B;Motor-/Controllerblock;20;45;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
138377;1786898902090;150D;Fahrstatistik Max/Ø;20;45;3;00-DA-00-7C-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
139410;1786898903123;1502;Akkuinformationen;16;45;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
139839;1786898903552;1505;BikePerformance / Fahrleistung;18;44;0,1,2,3;01-EA-01-EA-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
140041;1786898903754;1506;Trip / Kilometer & Betriebszähler;16;46;7;00-00-1B-AE-00-02-26-0A-00-00-02-C4-00-00-00-00
140456;1786898904169;1508;Settings / Licht & Fahrstufe;17;46;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
140670;1786898904383;1509;BatteryChange / Akku-Livestand;11;46;6,10;0F-A0-FF-FF-46-C0-F8-00-00-00-C6
140873;1786898904586;150A;MotorUpdate / Motor-Livestand;10;46;–;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF
141086;1786898904799;150B;Motor-/Controllerblock;20;46;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
141287;1786898905000;150D;Fahrstatistik Max/Ø;20;46;–;00-DA-00-7C-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
142336;1786898906049;1502;Akkuinformationen;16;46;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
142753;1786898906466;1505;BikePerformance / Fahrleistung;18;45;0,1,2,3;07-BC-07-BC-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
142967;1786898906680;1506;Trip / Kilometer & Betriebszähler;16;47;7,8,9,10,11,12;00-00-1B-AE-00-02-26-00-FF-FF-FF-FF-FF-00-00-00
143383;1786898907096;1508;Settings / Licht & Fahrstufe;17;47;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
143582;1786898907295;1509;BatteryChange / Akku-Livestand;11;47;–;0F-A0-FF-FF-46-C0-F8-00-00-00-C6
143800;1786898907513;150A;MotorUpdate / Motor-Livestand;10;47;–;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF
144012;1786898907725;150B;Motor-/Controllerblock;20;47;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
144213;1786898907926;150D;Fahrstatistik Max/Ø;20;47;–;00-DA-00-7C-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
145260;1786898908973;1502;Akkuinformationen;16;47;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
145678;1786898909391;1505;BikePerformance / Fahrleistung;18;46;1,3;07-B2-07-B2-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
145879;1786898909592;1506;Trip / Kilometer & Betriebszähler;16;48;7,8,9,10,11,12;00-00-1B-AE-00-02-26-10-00-00-02-C4-00-00-00-00
146307;1786898910020;1508;Settings / Licht & Fahrstufe;17;48;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
146509;1786898910222;1509;BatteryChange / Akku-Livestand;11;48;10;0F-A0-FF-FF-46-C0-F8-00-00-00-C5
146723;1786898910436;150A;MotorUpdate / Motor-Livestand;10;48;0,1;03-E8-FF-FF-FF-FF-FF-FF-FF-FF
146925;1786898910638;150B;Motor-/Controllerblock;20;48;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
147140;1786898910853;150D;Fahrstatistik Max/Ø;20;48;–;00-DA-00-7C-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
148175;1786898911888;1502;Akkuinformationen;16;48;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
148603;1786898912316;1505;BikePerformance / Fahrleistung;18;47;0,1,2,3,7;00-00-00-00-FF-FF-00-BD-FF-FF-FF-FF-FF-00-00-00-00-00
148805;1786898912518;1506;Trip / Kilometer & Betriebszähler;16;49;7;00-00-1B-AE-00-02-26-13-00-00-02-C4-00-00-00-00
149219;1786898912932;1508;Settings / Licht & Fahrstufe;17;49;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
149435;1786898913148;1509;BatteryChange / Akku-Livestand;11;49;0,1,5,6,10;00-00-FF-FF-46-C2-EC-00-00-00-00
149637;1786898913350;150A;MotorUpdate / Motor-Livestand;10;49;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF
149851;1786898913564;150B;Motor-/Controllerblock;20;49;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
150052;1786898913765;150D;Fahrstatistik Max/Ø;20;49;–;00-DA-00-7C-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
151099;1786898914812;1502;Akkuinformationen;16;49;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
151516;1786898915229;1505;BikePerformance / Fahrleistung;18;48;0,1,2,3,7;09-A6-09-A6-FF-FF-00-BB-FF-FF-FF-FF-FF-00-00-00-00-00
151731;1786898915444;1506;Trip / Kilometer & Betriebszähler;16;50;3,7;00-00-1B-AF-00-02-26-16-00-00-02-C4-00-00-00-00
152147;1786898915860;1508;Settings / Licht & Fahrstufe;17;50;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
152350;1786898916063;1509;BatteryChange / Akku-Livestand;11;50;0,1,5,6,10;0F-A0-FF-FF-46-C1-5C-00-00-00-C6
152562;1786898916275;150A;MotorUpdate / Motor-Livestand;10;50;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF
152776;1786898916489;150B;Motor-/Controllerblock;20;50;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
152978;1786898916691;150D;Fahrstatistik Max/Ø;20;50;3;00-DA-00-8D-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
154024;1786898917737;1502;Akkuinformationen;16;50;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
154438;1786898918151;1505;BikePerformance / Fahrleistung;18;49;0,1,2,3,7;07-B2-07-B2-FF-FF-00-C0-FF-FF-FF-FF-FF-00-00-00-00-00
154643;1786898918356;1506;Trip / Kilometer & Betriebszähler;16;51;7;00-00-1B-AF-00-02-26-19-00-00-02-C4-00-00-00-00
155071;1786898918784;1508;Settings / Licht & Fahrstufe;17;51;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
155275;1786898918988;1509;BatteryChange / Akku-Livestand;11;51;0,1,5,6,10;03-E8-FF-FF-46-C2-EC-00-00-00-31
155488;1786898919201;150A;MotorUpdate / Motor-Livestand;10;51;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF
155692;1786898919405;150B;Motor-/Controllerblock;20;51;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
155904;1786898919617;150D;Fahrstatistik Max/Ø;20;51;–;00-DA-00-8D-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
156940;1786898920653;1502;Akkuinformationen;16;51;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
157366;1786898921079;1505;BikePerformance / Fahrleistung;18;50;0,1,2,3,7;00-00-00-00-FF-FF-00-9E-FF-FF-FF-FF-FF-00-00-00-00-00
157569;1786898921282;1506;Trip / Kilometer & Betriebszähler;16;52;7;00-00-1B-AF-00-02-26-1C-00-00-02-C4-00-00-00-00
157985;1786898921698;1508;Settings / Licht & Fahrstufe;17;52;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
158199;1786898921912;1509;BatteryChange / Akku-Livestand;11;52;0,1,5,6,10;00-00-FF-FF-46-C3-50-00-00-00-00
158401;1786898922114;150A;MotorUpdate / Motor-Livestand;10;52;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
158615;1786898922328;150B;Motor-/Controllerblock;20;52;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
158818;1786898922531;150D;Fahrstatistik Max/Ø;20;52;–;00-DA-00-8D-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
159864;1786898923577;1502;Akkuinformationen;16;52;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
160279;1786898923992;1505;BikePerformance / Fahrleistung;18;51;0,1,2,3,7;07-B2-07-B2-FF-FF-00-86-FF-FF-FF-FF-FF-00-00-00-00-00
160493;1786898924206;1506;Trip / Kilometer & Betriebszähler;16;53;7;00-00-1B-AF-00-02-26-1F-00-00-02-C4-00-00-00-00
160908;1786898924621;1508;Settings / Licht & Fahrstufe;17;53;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
161113;1786898924826;1509;BatteryChange / Akku-Livestand;11;53;0,1,5,6,10;13-88-FF-FF-46-C0-94-00-00-00-F6
161327;1786898925040;150A;MotorUpdate / Motor-Livestand;10;53;0,1;13-88-FF-FF-FF-FF-FF-FF-FF-FF
161543;1786898925256;150B;Motor-/Controllerblock;20;53;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
161741;1786898925454;150D;Fahrstatistik Max/Ø;20;53;–;00-DA-00-8D-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
162789;1786898926502;1502;Akkuinformationen;16;53;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
163205;1786898926918;1505;BikePerformance / Fahrleistung;18;52;1,3,7;07-BC-07-BC-FF-FF-00-98-FF-FF-FF-FF-FF-00-00-00-00-00
163412;1786898927125;1506;Trip / Kilometer & Betriebszähler;16;54;7;00-00-1B-AF-00-02-26-22-00-00-02-C4-00-00-00-00
163832;1786898927545;1508;Settings / Licht & Fahrstufe;17;54;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
164047;1786898927760;1509;BatteryChange / Akku-Livestand;11;54;0,1,6,10;0F-A0-FF-FF-46-C0-F8-00-00-00-C5
164252;1786898927965;150A;MotorUpdate / Motor-Livestand;10;54;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF
164455;1786898928168;150B;Motor-/Controllerblock;20;54;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
164668;1786898928381;150D;Fahrstatistik Max/Ø;20;54;–;00-DA-00-8D-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
165715;1786898929428;1502;Akkuinformationen;16;54;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
166128;1786898929841;1505;BikePerformance / Fahrleistung;18;53;0,1,2,3,7;05-C8-05-C8-FF-FF-00-A9-FF-FF-FF-FF-FF-00-00-00-00-00
166330;1786898930043;1506;Trip / Kilometer & Betriebszähler;16;55;7;00-00-1B-AF-00-02-26-25-00-00-02-C4-00-00-00-00
166749;1786898930462;1508;Settings / Licht & Fahrstufe;17;55;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
166966;1786898930679;1509;BatteryChange / Akku-Livestand;11;55;0,1,5,6,10;0B-B8-FF-FF-46-C1-5C-00-00-00-94
167164;1786898930877;150A;MotorUpdate / Motor-Livestand;10;55;0,1;0B-B8-FF-FF-FF-FF-FF-FF-FF-FF
167378;1786898931091;150B;Motor-/Controllerblock;20;55;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
167579;1786898931292;150D;Fahrstatistik Max/Ø;20;55;–;00-DA-00-8D-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
168627;1786898932340;1502;Akkuinformationen;16;55;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
169044;1786898932757;1505;BikePerformance / Fahrleistung;18;54;0,1,2,3,7;01-EA-01-EA-FF-FF-00-B2-FF-FF-FF-FF-FF-00-00-00-00-00
169259;1786898932972;1506;Trip / Kilometer & Betriebszähler;16;56;7;00-00-1B-AF-00-02-26-28-00-00-02-C4-00-00-00-00
169672;1786898933385;1508;Settings / Licht & Fahrstufe;17;56;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
169876;1786898933589;1509;BatteryChange / Akku-Livestand;11;56;5,6;0B-B8-FF-FF-46-C0-F8-00-00-00-94
170090;1786898933803;150A;MotorUpdate / Motor-Livestand;10;56;–;0B-B8-FF-FF-FF-FF-FF-FF-FF-FF
170293;1786898934006;150B;Motor-/Controllerblock;20;56;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
170505;1786898934218;150D;Fahrstatistik Max/Ø;20;56;–;00-DA-00-8D-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
171553;1786898935266;1502;Akkuinformationen;16;56;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
171968;1786898935681;1505;BikePerformance / Fahrleistung;18;55;0,1,2,3,7;0B-7C-0B-7C-FF-FF-00-B0-FF-FF-FF-FF-FF-00-00-00-00-00
172173;1786898935886;1506;Trip / Kilometer & Betriebszähler;16;57;7;00-00-1B-AF-00-02-26-2A-00-00-02-C4-00-00-00-00
172586;1786898936299;1508;Settings / Licht & Fahrstufe;17;57;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
172801;1786898936514;1509;BatteryChange / Akku-Livestand;11;57;0,1,5,6,9,10;1B-58-FF-FF-46-BF-68-00-00-01-57
173008;1786898936721;150A;MotorUpdate / Motor-Livestand;10;57;0,1;1B-58-FF-FF-FF-FF-FF-FF-FF-FF
173219;1786898936932;150B;Motor-/Controllerblock;20;57;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
173433;1786898937146;150D;Fahrstatistik Max/Ø;20;57;–;00-DA-00-8D-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
174467;1786898938180;1502;Akkuinformationen;16;57;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
174883;1786898938596;1505;BikePerformance / Fahrleistung;18;56;0,1,2,3,7;07-B2-07-B2-FF-FF-00-D1-FF-FF-FF-FF-FF-00-00-00-00-00
175099;1786898938812;1506;Trip / Kilometer & Betriebszähler;16;58;7;00-00-1B-AF-00-02-26-2D-00-00-02-C4-00-00-00-00
175512;1786898939225;1508;Settings / Licht & Fahrstufe;17;58;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
175727;1786898939440;1509;BatteryChange / Akku-Livestand;11;58;0,1,6,9,10;0F-A0-FF-FF-46-BF-CC-00-00-00-C4
175929;1786898939642;150A;MotorUpdate / Motor-Livestand;10;58;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF
176143;1786898939856;150B;Motor-/Controllerblock;20;58;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
176344;1786898940057;150D;Fahrstatistik Max/Ø;20;58;3;00-DA-00-8E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
177393;1786898941106;1502;Akkuinformationen;16;58;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
177808;1786898941521;1505;BikePerformance / Fahrleistung;18;57;0,1,2,3,7;05-C8-05-C8-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
178024;1786898941737;1506;Trip / Kilometer & Betriebszähler;16;59;3,7;00-00-1B-B0-00-02-26-30-00-00-02-C4-00-00-00-00
178438;1786898942151;1508;Settings / Licht & Fahrstufe;17;59;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
178638;1786898942351;1509;BatteryChange / Akku-Livestand;11;59;0,1,5,6,10;0B-B8-FF-FF-46-C0-94-00-00-00-93
178853;1786898942566;150A;MotorUpdate / Motor-Livestand;10;59;0,1;0B-B8-FF-FF-FF-FF-FF-FF-FF-FF
179056;1786898942769;150B;Motor-/Controllerblock;20;59;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
179270;1786898942983;150D;Fahrstatistik Max/Ø;20;59;–;00-DA-00-8E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
180317;1786898944030;1502;Akkuinformationen;16;59;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
180734;1786898944447;1505;BikePerformance / Fahrleistung;18;58;0,1,2,3,7;07-B2-07-B2-FF-FF-00-C8-FF-FF-FF-FF-FF-00-00-00-00-00
180935;1786898944648;1506;Trip / Kilometer & Betriebszähler;16;60;7;00-00-1B-B0-00-02-26-33-00-00-02-C4-00-00-00-00
181353;1786898945066;1508;Settings / Licht & Fahrstufe;17;60;3;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
181568;1786898945281;1509;BatteryChange / Akku-Livestand;11;60;0,1,5,6,10;0F-A0-FF-FF-46-C1-5C-00-00-00-94
181768;1786898945481;150A;MotorUpdate / Motor-Livestand;10;60;0,1;13-88-FF-FF-FF-FF-FF-FF-FF-FF
181982;1786898945695;150B;Motor-/Controllerblock;20;60;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
182194;1786898945907;150D;Fahrstatistik Max/Ø;20;60;–;00-DA-00-8E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
183232;1786898946945;1502;Akkuinformationen;16;60;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
183646;1786898947359;1505;BikePerformance / Fahrleistung;18;59;0,1,2,3,7;0B-7C-0B-7C-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
183860;1786898947573;1506;Trip / Kilometer & Betriebszähler;16;61;7;00-00-1B-B0-00-02-26-36-00-00-02-C4-00-00-00-00
184276;1786898947989;1508;Settings / Licht & Fahrstufe;17;61;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
184492;1786898948205;1509;BatteryChange / Akku-Livestand;11;61;0,1,5,6,9,10;17-70-FF-FF-46-BF-68-00-00-01-57
184696;1786898948409;150A;MotorUpdate / Motor-Livestand;10;61;0,1;17-70-FF-FF-FF-FF-FF-FF-FF-FF
184908;1786898948621;150B;Motor-/Controllerblock;20;61;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
185109;1786898948822;150D;Fahrstatistik Max/Ø;20;61;–;00-DA-00-8E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
186156;1786898949869;1502;Akkuinformationen;16;61;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
186570;1786898950283;1505;BikePerformance / Fahrleistung;18;60;–;0B-7C-0B-7C-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
186785;1786898950498;1506;Trip / Kilometer & Betriebszähler;16;62;7;00-00-1B-B0-00-02-26-39-00-00-02-C4-00-00-00-00
187200;1786898950913;1508;Settings / Licht & Fahrstufe;17;62;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
187403;1786898951116;1509;BatteryChange / Akku-Livestand;11;62;0,1,6,9,10;13-88-FF-FF-46-BF-CC-00-00-00-F5
187619;1786898951332;150A;MotorUpdate / Motor-Livestand;10;62;0,1;13-88-FF-FF-FF-FF-FF-FF-FF-FF
187820;1786898951533;150B;Motor-/Controllerblock;20;62;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
188035;1786898951748;150D;Fahrstatistik Max/Ø;20;62;–;00-DA-00-8E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
189081;1786898952794;1502;Akkuinformationen;16;62;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
189498;1786898953211;1505;BikePerformance / Fahrleistung;18;61;0,1,2,3;07-A8-07-A8-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
189700;1786898953413;1506;Trip / Kilometer & Betriebszähler;16;63;7;00-00-1B-B0-00-02-26-3C-00-00-02-C4-00-00-00-00
190117;1786898953830;1508;Settings / Licht & Fahrstufe;17;63;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
190330;1786898954043;1509;BatteryChange / Akku-Livestand;11;63;0,1,5,6,10;0F-A0-FF-FF-46-C0-F8-00-00-00-C5
190536;1786898954249;150A;MotorUpdate / Motor-Livestand;10;63;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF
190747;1786898954460;150B;Motor-/Controllerblock;20;63;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
190960;1786898954673;150D;Fahrstatistik Max/Ø;20;63;3;00-DA-00-99-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
191998;1786898955711;1502;Akkuinformationen;16;63;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
192410;1786898956123;1505;BikePerformance / Fahrleistung;18;62;0,1,2,3;03-DE-03-DE-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
192624;1786898956337;1506;Trip / Kilometer & Betriebszähler;16;64;3,7;00-00-1B-B1-00-02-26-3F-00-00-02-C4-00-00-00-00
193040;1786898956753;1508;Settings / Licht & Fahrstufe;17;64;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
193254;1786898956967;1509;BatteryChange / Akku-Livestand;11;64;0,1,10;0B-B8-FF-FF-46-C0-F8-00-00-00-63
193456;1786898957169;150A;MotorUpdate / Motor-Livestand;10;64;0,1;07-D0-FF-FF-FF-FF-FF-FF-FF-FF
193673;1786898957386;150B;Motor-/Controllerblock;20;64;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
193876;1786898957589;150D;Fahrstatistik Max/Ø;20;64;–;00-DA-00-99-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
194921;1786898958634;1502;Akkuinformationen;16;64;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
195338;1786898959051;1505;BikePerformance / Fahrleistung;18;63;0,1,2,3;05-BE-05-BE-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
195551;1786898959264;1506;Trip / Kilometer & Betriebszähler;16;65;7;00-00-1B-B1-00-02-26-42-00-00-02-C4-00-00-00-00
195964;1786898959677;1508;Settings / Licht & Fahrstufe;17;65;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
196170;1786898959883;1509;BatteryChange / Akku-Livestand;11;65;0,1,10;0F-A0-FF-FF-46-C0-F8-00-00-00-C5
196382;1786898960095;150A;MotorUpdate / Motor-Livestand;10;65;0,1;0B-B8-FF-FF-FF-FF-FF-FF-FF-FF
196586;1786898960299;150B;Motor-/Controllerblock;20;65;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
196802;1786898960515;150D;Fahrstatistik Max/Ø;20;65;–;00-DA-00-99-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
197847;1786898961560;1502;Akkuinformationen;16;65;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
198264;1786898961977;1505;BikePerformance / Fahrleistung;18;64;0,1,2,3;03-DE-03-DE-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
198464;1786898962177;1506;Trip / Kilometer & Betriebszähler;16;66;7;00-00-1B-B1-00-02-26-45-00-00-02-C4-00-00-00-00
198880;1786898962593;1508;Settings / Licht & Fahrstufe;17;66;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
199096;1786898962809;1509;BatteryChange / Akku-Livestand;11;66;0,1,5,6,10;07-D0-FF-FF-46-C2-24-00-00-00-63
199296;1786898963009;150A;MotorUpdate / Motor-Livestand;10;66;0,1;03-E8-FF-FF-FF-FF-FF-FF-FF-FF
199510;1786898963223;150B;Motor-/Controllerblock;20;66;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
199724;1786898963437;150D;Fahrstatistik Max/Ø;20;66;–;00-DA-00-99-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
200758;1786898964471;1502;Akkuinformationen;16;66;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
201176;1786898964889;1505;BikePerformance / Fahrleistung;18;65;0,1,2,3,7;00-00-00-00-FF-FF-00-C3-FF-FF-FF-FF-FF-00-00-00-00-00
201390;1786898965103;1506;Trip / Kilometer & Betriebszähler;16;67;7;00-00-1B-B1-00-02-26-48-00-00-02-C4-00-00-00-00
201806;1786898965519;1508;Settings / Licht & Fahrstufe;17;67;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
202020;1786898965733;1509;BatteryChange / Akku-Livestand;11;67;0,1,6,10;00-00-FF-FF-46-C2-88-00-00-00-00
202222;1786898965935;150A;MotorUpdate / Motor-Livestand;10;67;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF
202436;1786898966149;150B;Motor-/Controllerblock;20;67;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
202638;1786898966351;150D;Fahrstatistik Max/Ø;20;67;–;00-DA-00-99-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
203684;1786898967397;1502;Akkuinformationen;16;67;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
204100;1786898967813;1505;BikePerformance / Fahrleistung;18;66;0,1,2,3,7;0B-7C-0B-7C-FF-FF-00-BB-FF-FF-FF-FF-FF-00-00-00-00-00
204313;1786898968026;1506;Trip / Kilometer & Betriebszähler;16;68;7;00-00-1B-B1-00-02-26-4B-00-00-02-C4-00-00-00-00
204731;1786898968444;1508;Settings / Licht & Fahrstufe;17;68;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
