relative_ms;timestamp_ms;marker
0;1786898763713;START
2571;1786898766284;BLE getrennt • RAW 8 gesichert
2922;1786898766635;BLE wieder verbunden • RAW 8 wiederhergestellt
324356;1786899088069;STOP
