relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent_raw;battery_percent_stable;battery_stability;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;speed_raw_1505_u16be_b6_b7;motor_load_raw_be;light_state_1508_b0;ride_mode_1508_b3;start_mode_1508_b11;source_channel
8607;1787847598595;;;;RESET;;;;;;;;;;;;;;;1502
9237;1787847599225;0.0;;;RESET;;;;;;;;;;0;;;;;1505
9447;1787847599435;0.0;;;RESET;;;;;;;;0.0;727.6;0;;;;;1506
9871;1787847599859;0.0;;;RESET;;;;;;;;0.0;727.6;0;;0;1;0;1508
10069;1787847600057;0.0;91;;WAITING_FOR_REST;52.6;0.0;0.0;0.0;1509_direct;;;0.0;727.6;0;0;0;1;0;1509
10278;1787847600266;0.0;91;;WAITING_FOR_REST;52.6;0.0;0.0;0.0;1509_direct_carried;;;0.0;727.6;0;0;0;1;0;150A
10488;1787847600476;0.0;91;;WAITING_FOR_REST;52.6;0.0;0.0;0.0;1509_direct_carried;;;0.0;727.6;0;0;0;1;0;150B
10698;1787847600686;0.0;91;;WAITING_FOR_REST;52.6;0.0;0.0;0.0;1509_direct_carried;;;0.0;727.6;0;0;0;1;0;150D
11739;1787847601727;0.0;91;;WAITING_FOR_REST;52.6;0.0;0.0;0.0;1509_direct_carried;;;0.0;727.6;0;0;0;1;0;1502
12155;1787847602143;0.0;91;;WAITING_FOR_REST;52.6;0.0;0.0;0.0;1509_direct_carried;;;0.0;727.6;0;0;0;1;0;1505
12365;1787847602353;0.0;91;;WAITING_FOR_REST;52.6;0.0;0.0;0.0;1509_direct_carried;;;0.0;727.6;0;0;0;1;0;1506
12786;1787847602774;0.0;91;;WAITING_FOR_REST;52.6;0.0;0.0;0.0;1509_direct_carried;;;0.0;727.6;0;0;0;1;0;1508
12985;1787847602973;0.0;91;;WAITING_FOR_REST;52.6;0.0;0.0;0.0;1509_direct;;;0.0;727.6;0;0;0;1;0;1509
