relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex;origin;connection_epoch
13119;1787221628136;150B;Motor-/Controllerblock;20;2;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
13326;1787221628343;150D;Fahrstatistik Max/Ø;20;2;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
14367;1787221629384;1502;Akkuinformationen;16;3;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
14784;1787221629801;1505;BikePerformance / Fahrleistung;18;2;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
14986;1787221630003;1506;Trip / Kilometer & Betriebszähler;16;3;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
15409;1787221630426;1508;Settings / Licht & Fahrstufe;17;3;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
15618;1787221630635;1509;BatteryChange / Akku-Livestand;11;3;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
15841;1787221630858;150A;MotorUpdate / Motor-Livestand;10;3;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
16035;1787221631052;150B;Motor-/Controllerblock;20;3;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
16249;1787221631266;150D;Fahrstatistik Max/Ø;20;3;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
17285;1787221632302;1502;Akkuinformationen;16;4;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
17709;1787221632726;1505;BikePerformance / Fahrleistung;18;3;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
17916;1787221632933;1506;Trip / Kilometer & Betriebszähler;16;4;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
18327;1787221633344;1508;Settings / Licht & Fahrstufe;17;4;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
18537;1787221633554;1509;BatteryChange / Akku-Livestand;11;4;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
18745;1787221633762;150A;MotorUpdate / Motor-Livestand;10;4;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
18957;1787221633974;150B;Motor-/Controllerblock;20;4;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
19166;1787221634183;150D;Fahrstatistik Max/Ø;20;4;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
20206;1787221635223;1502;Akkuinformationen;16;5;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
20626;1787221635643;1505;BikePerformance / Fahrleistung;18;4;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
20835;1787221635852;1506;Trip / Kilometer & Betriebszähler;16;5;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
21247;1787221636264;1508;Settings / Licht & Fahrstufe;17;5;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
21458;1787221636475;1509;BatteryChange / Akku-Livestand;11;5;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
21665;1787221636682;150A;MotorUpdate / Motor-Livestand;10;5;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
21879;1787221636896;150B;Motor-/Controllerblock;20;5;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
22087;1787221637104;150D;Fahrstatistik Max/Ø;20;5;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
23127;1787221638144;1502;Akkuinformationen;16;6;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
23546;1787221638563;1505;BikePerformance / Fahrleistung;18;5;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
23756;1787221638773;1506;Trip / Kilometer & Betriebszähler;16;6;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
24167;1787221639184;1508;Settings / Licht & Fahrstufe;17;6;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
24377;1787221639394;1509;BatteryChange / Akku-Livestand;11;6;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
24585;1787221639602;150A;MotorUpdate / Motor-Livestand;10;6;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
24797;1787221639814;150B;Motor-/Controllerblock;20;6;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
25009;1787221640026;150D;Fahrstatistik Max/Ø;20;6;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
26047;1787221641064;1502;Akkuinformationen;16;7;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
26467;1787221641484;1505;BikePerformance / Fahrleistung;18;6;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
26678;1787221641695;1506;Trip / Kilometer & Betriebszähler;16;7;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
27094;1787221642111;1508;Settings / Licht & Fahrstufe;17;7;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
27295;1787221642312;1509;BatteryChange / Akku-Livestand;11;7;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
27508;1787221642525;150A;MotorUpdate / Motor-Livestand;10;7;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
27713;1787221642730;150B;Motor-/Controllerblock;20;7;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
27924;1787221642941;150D;Fahrstatistik Max/Ø;20;7;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
28969;1787221643986;1502;Akkuinformationen;16;8;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
29385;1787221644402;1505;BikePerformance / Fahrleistung;18;7;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
29595;1787221644612;1506;Trip / Kilometer & Betriebszähler;16;8;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
30014;1787221645031;1508;Settings / Licht & Fahrstufe;17;8;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
30227;1787221645244;1509;BatteryChange / Akku-Livestand;11;8;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
30425;1787221645442;150A;MotorUpdate / Motor-Livestand;10;8;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
30640;1787221645657;150B;Motor-/Controllerblock;20;8;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
30849;1787221645866;150D;Fahrstatistik Max/Ø;20;8;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
31886;1787221646903;1502;Akkuinformationen;16;9;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
32306;1787221647323;1505;BikePerformance / Fahrleistung;18;8;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
32515;1787221647532;1506;Trip / Kilometer & Betriebszähler;16;9;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
32941;1787221647958;1508;Settings / Licht & Fahrstufe;17;9;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
33145;1787221648162;1509;BatteryChange / Akku-Livestand;11;9;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
33355;1787221648372;150A;MotorUpdate / Motor-Livestand;10;9;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
33557;1787221648574;150B;Motor-/Controllerblock;20;9;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
33765;1787221648782;150D;Fahrstatistik Max/Ø;20;9;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
35026;1787221650043;1502;Akkuinformationen;16;10;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
35435;1787221650452;1505;BikePerformance / Fahrleistung;18;9;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
35643;1787221650660;1506;Trip / Kilometer & Betriebszähler;16;10;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
36065;1787221651082;1508;Settings / Licht & Fahrstufe;17;10;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
36485;1787221651502;1509;BatteryChange / Akku-Livestand;11;10;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
36686;1787221651703;150A;MotorUpdate / Motor-Livestand;10;10;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
36896;1787221651913;150B;Motor-/Controllerblock;20;10;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
37109;1787221652126;150D;Fahrstatistik Max/Ø;20;10;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
38156;1787221653173;1502;Akkuinformationen;16;11;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
38566;1787221653583;1505;BikePerformance / Fahrleistung;18;10;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
38774;1787221653791;1506;Trip / Kilometer & Betriebszähler;16;11;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
39195;1787221654212;1508;Settings / Licht & Fahrstufe;17;11;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
39406;1787221654423;1509;BatteryChange / Akku-Livestand;11;11;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
39615;1787221654632;150A;MotorUpdate / Motor-Livestand;10;11;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
39827;1787221654844;150B;Motor-/Controllerblock;20;11;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
40027;1787221655044;150D;Fahrstatistik Max/Ø;20;11;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
41075;1787221656092;1502;Akkuinformationen;16;12;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
41486;1787221656503;1505;BikePerformance / Fahrleistung;18;11;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
41698;1787221656715;1506;Trip / Kilometer & Betriebszähler;16;12;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
42116;1787221657133;1508;Settings / Licht & Fahrstufe;17;12;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
42325;1787221657342;1509;BatteryChange / Akku-Livestand;11;12;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
42535;1787221657552;150A;MotorUpdate / Motor-Livestand;10;12;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
42746;1787221657763;150B;Motor-/Controllerblock;20;12;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
42955;1787221657972;150D;Fahrstatistik Max/Ø;20;12;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
43994;1787221659011;1502;Akkuinformationen;16;13;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
44416;1787221659433;1505;BikePerformance / Fahrleistung;18;12;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
44616;1787221659633;1506;Trip / Kilometer & Betriebszähler;16;13;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
45040;1787221660057;1508;Settings / Licht & Fahrstufe;17;13;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
45248;1787221660265;1509;BatteryChange / Akku-Livestand;11;13;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
45456;1787221660473;150A;MotorUpdate / Motor-Livestand;10;13;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
45668;1787221660685;150B;Motor-/Controllerblock;20;13;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
45879;1787221660896;150D;Fahrstatistik Max/Ø;20;13;–;00-10-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
46915;1787221661932;1502;Akkuinformationen;16;14;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
47347;1787221662364;1505;BikePerformance / Fahrleistung;18;13;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
47548;1787221662565;1506;Trip / Kilometer & Betriebszähler;16;14;–;00-00-1B-D2-00-02-2B-1C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
47954;1787221662971;1508;Settings / Licht & Fahrstufe;17;14;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
48164;1787221663181;1509;BatteryChange / Akku-Livestand;11;14;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
48375;1787221663392;150A;MotorUpdate / Motor-Livestand;10;14;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
48585;1787221663602;150B;Motor-/Controllerblock;20;14;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
48795;1787221663812;150D;Fahrstatistik Max/Ø;20;14;1;00-12-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
49836;1787221664853;1502;Akkuinformationen;16;15;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
50255;1787221665272;1505;BikePerformance / Fahrleistung;18;14;7;00-00-00-00-FF-FF-00-1B-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
50466;1787221665483;1506;Trip / Kilometer & Betriebszähler;16;15;7;00-00-1B-D2-00-02-2B-1E-00-00-02-C8-00-00-00-00;NOTIFICATION;1
50885;1787221665902;1508;Settings / Licht & Fahrstufe;17;15;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
51084;1787221666101;1509;BatteryChange / Akku-Livestand;11;15;–;00-00-FF-FF-40-C0-94-00-00-00-00;NOTIFICATION;1
51296;1787221666313;150A;MotorUpdate / Motor-Livestand;10;15;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
51506;1787221666523;150B;Motor-/Controllerblock;20;15;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
51716;1787221666733;150D;Fahrstatistik Max/Ø;20;15;1;00-1C-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
52755;1787221667772;1502;Akkuinformationen;16;16;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
53176;1787221668193;1505;BikePerformance / Fahrleistung;18;15;7;00-00-00-00-FF-FF-00-31-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
53385;1787221668402;1506;Trip / Kilometer & Betriebszähler;16;16;7;00-00-1B-D2-00-02-2B-21-00-00-02-C8-00-00-00-00;NOTIFICATION;1
53807;1787221668824;1508;Settings / Licht & Fahrstufe;17;16;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
54018;1787221669035;1509;BatteryChange / Akku-Livestand;11;16;6;00-00-FF-FF-40-C0-30-00-00-00-00;NOTIFICATION;1
54216;1787221669233;150A;MotorUpdate / Motor-Livestand;10;16;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
54425;1787221669442;150B;Motor-/Controllerblock;20;16;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
54636;1787221669653;150D;Fahrstatistik Max/Ø;20;16;1;00-44-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
55677;1787221670694;1502;Akkuinformationen;16;17;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
56096;1787221671113;1505;BikePerformance / Fahrleistung;18;16;7;00-00-00-00-FF-FF-00-39-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
56306;1787221671323;1506;Trip / Kilometer & Betriebszähler;16;17;7;00-00-1B-D2-00-02-2B-24-00-00-02-C8-00-00-00-00;NOTIFICATION;1
56728;1787221671745;1508;Settings / Licht & Fahrstufe;17;17;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
56937;1787221671954;1509;BatteryChange / Akku-Livestand;11;17;–;00-00-FF-FF-40-C0-30-00-00-00-00;NOTIFICATION;1
57145;1787221672162;150A;MotorUpdate / Motor-Livestand;10;17;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
57346;1787221672363;150B;Motor-/Controllerblock;20;17;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
57556;1787221672573;150D;Fahrstatistik Max/Ø;20;17;1;00-4F-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
58610;1787221673627;1502;Akkuinformationen;16;18;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
59017;1787221674034;1505;BikePerformance / Fahrleistung;18;17;7;00-00-00-00-FF-FF-00-48-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
59225;1787221674242;1506;Trip / Kilometer & Betriebszähler;16;18;7;00-00-1B-D2-00-02-2B-27-00-00-02-C8-00-00-00-00;NOTIFICATION;1
59647;1787221674664;1508;Settings / Licht & Fahrstufe;17;18;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
59853;1787221674870;1509;BatteryChange / Akku-Livestand;11;18;4;00-00-FF-FF-3D-C0-30-00-00-00-00;NOTIFICATION;1
60067;1787221675084;150A;MotorUpdate / Motor-Livestand;10;18;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
60277;1787221675294;150B;Motor-/Controllerblock;20;18;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
60473;1787221675490;150D;Fahrstatistik Max/Ø;20;18;–;00-4F-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
61528;1787221676545;1502;Akkuinformationen;16;19;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
61940;1787221676957;1505;BikePerformance / Fahrleistung;18;18;7;00-00-00-00-FF-FF-00-2E-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
62147;1787221677164;1506;Trip / Kilometer & Betriebszähler;16;19;7;00-00-1B-D2-00-02-2B-2A-00-00-02-C8-00-00-00-00;NOTIFICATION;1
62567;1787221677584;1508;Settings / Licht & Fahrstufe;17;19;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
62779;1787221677796;1509;BatteryChange / Akku-Livestand;11;19;4,6;00-00-FF-FF-3B-C0-F8-00-00-00-00;NOTIFICATION;1
62986;1787221678003;150A;MotorUpdate / Motor-Livestand;10;19;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
63198;1787221678215;150B;Motor-/Controllerblock;20;19;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
63407;1787221678424;150D;Fahrstatistik Max/Ø;20;19;–;00-4F-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
64447;1787221679464;1502;Akkuinformationen;16;20;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
64868;1787221679885;1505;BikePerformance / Fahrleistung;18;19;7;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
65072;1787221680089;1506;Trip / Kilometer & Betriebszähler;16;20;7;00-00-1B-D2-00-02-2B-2C-00-00-02-C8-00-00-00-00;NOTIFICATION;1
65490;1787221680507;1508;Settings / Licht & Fahrstufe;17;20;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
65697;1787221680714;1509;BatteryChange / Akku-Livestand;11;20;6;00-00-FF-FF-3B-C0-94-00-00-00-00;NOTIFICATION;1
65907;1787221680924;150A;MotorUpdate / Motor-Livestand;10;20;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
66116;1787221681133;150B;Motor-/Controllerblock;20;20;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
66330;1787221681347;150D;Fahrstatistik Max/Ø;20;20;–;00-4F-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
67368;1787221682385;1502;Akkuinformationen;16;21;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
67997;1787221683014;1506;Trip / Kilometer & Betriebszähler;16;21;7;00-00-1B-D2-00-02-2B-2F-00-00-02-C8-00-00-00-00;NOTIFICATION;1
