relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent_raw;battery_percent_stable;battery_stability;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;speed_raw_1505_u16be_b6_b7;motor_load_raw_be;light_state_1508_b0;ride_mode_1508_b3;start_mode_1508_b11;source_channel
145;1788008544316;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;1506
557;1788008544728;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;1508
765;1788008544936;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct;;;0.0;740.7;0;0;0;2;0;1509
975;1788008545146;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;150A
1184;1788008545355;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;150B
1397;1788008545568;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;150D
2434;1788008546605;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;1502
2854;1788008547025;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;1505
3065;1788008547236;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;1506
3475;1788008547646;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;1508
3685;1788008547856;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct;;;0.0;740.7;0;0;0;2;0;1509
3900;1788008548071;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;150A
4110;1788008548281;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;150B
4318;1788008548489;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;150D
5357;1788008549528;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;1502
5773;1788008549944;0.0;54;64;RECOVERING_AFTER_LOAD;48.1;0.0;0.0;0.0;1509_direct_carried;;;0.0;740.7;0;0;0;2;0;1505
