relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;drive_raw_1505_b7;motor_load_raw_be;battery_state_raw_1509_b6;accessory_raw_b0;accessory_raw_b3;source_channel
8116;1787069986301;;;;;;;;;;;;;;;;;1502
8537;1787069986722;0.0;;;;;;;;;;;0;;;;;1505
8746;1787069986931;0.0;;;;;;;;;;711.6;0;;;;;1506
9167;1787069987352;0.0;;;;;;;;;;711.6;0;;;0;2;1508
9365;1787069987550;0.0;64;49.5;0.0;0.0;0.0;1509_direct;;;;711.6;0;0;;0;2;1509
9575;1787069987760;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;150A
9786;1787069987971;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;150B
9995;1787069988180;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;150D
11045;1787069989230;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;1502
11456;1787069989641;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;1505
11666;1787069989851;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;1506
12088;1787069990273;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;1508
12288;1787069990473;0.0;64;49.5;0.0;0.0;0.0;1509_direct;;;;711.6;0;0;;0;2;1509
12497;1787069990682;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;150A
12706;1787069990891;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;150B
12926;1787069991111;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;150D
13955;1787069992140;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;1502
14379;1787069992564;0.0;64;49.5;0.0;0.0;0.0;1509_direct_carried;;;;711.6;0;0;;0;2;1505
