relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex;origin;connection_epoch
10269;1786911173565;150B;Motor-/Controllerblock;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
10486;1786911173782;150D;Fahrstatistik Max/Ø;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
11522;1786911174818;1502;Akkuinformationen;16;2;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
11935;1786911175231;1505;BikePerformance / Fahrleistung;18;2;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
12150;1786911175446;1506;Trip / Kilometer & Betriebszähler;16;2;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
12566;1786911175862;1508;Settings / Licht & Fahrstufe;17;2;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
12767;1786911176063;1509;BatteryChange / Akku-Livestand;11;2;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
12981;1786911176277;150A;MotorUpdate / Motor-Livestand;10;2;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
13194;1786911176490;150B;Motor-/Controllerblock;20;2;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
13398;1786911176694;150D;Fahrstatistik Max/Ø;20;2;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
14445;1786911177741;1502;Akkuinformationen;16;3;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
14860;1786911178156;1505;BikePerformance / Fahrleistung;18;3;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
15063;1786911178359;1506;Trip / Kilometer & Betriebszähler;16;3;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
15480;1786911178776;1508;Settings / Licht & Fahrstufe;17;3;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
15898;1786911179194;1509;BatteryChange / Akku-Livestand;11;3;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
16120;1786911179416;150A;MotorUpdate / Motor-Livestand;10;3;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
16325;1786911179621;150B;Motor-/Controllerblock;20;3;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
16539;1786911179835;150D;Fahrstatistik Max/Ø;20;3;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
17573;1786911180869;1502;Akkuinformationen;16;4;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
17988;1786911181284;1505;BikePerformance / Fahrleistung;18;4;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
18188;1786911181484;1506;Trip / Kilometer & Betriebszähler;16;4;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
18606;1786911181902;1508;Settings / Licht & Fahrstufe;17;4;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
18820;1786911182116;1509;BatteryChange / Akku-Livestand;11;4;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
19021;1786911182317;150A;MotorUpdate / Motor-Livestand;10;4;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
19236;1786911182532;150B;Motor-/Controllerblock;20;4;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
19450;1786911182746;150D;Fahrstatistik Max/Ø;20;4;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
20483;1786911183779;1502;Akkuinformationen;16;5;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
20901;1786911184197;1505;BikePerformance / Fahrleistung;18;5;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
21113;1786911184409;1506;Trip / Kilometer & Betriebszähler;16;5;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
21532;1786911184828;1508;Settings / Licht & Fahrstufe;17;5;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
21733;1786911185029;1509;BatteryChange / Akku-Livestand;11;5;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
21947;1786911185243;150A;MotorUpdate / Motor-Livestand;10;5;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
22150;1786911185446;150B;Motor-/Controllerblock;20;5;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
22363;1786911185659;150D;Fahrstatistik Max/Ø;20;5;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
23410;1786911186706;1502;Akkuinformationen;16;6;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
23826;1786911187122;1505;BikePerformance / Fahrleistung;18;6;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
24028;1786911187324;1506;Trip / Kilometer & Betriebszähler;16;6;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
24445;1786911187741;1508;Settings / Licht & Fahrstufe;17;6;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
24660;1786911187956;1509;BatteryChange / Akku-Livestand;11;6;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
24861;1786911188157;150A;MotorUpdate / Motor-Livestand;10;6;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
25078;1786911188374;150B;Motor-/Controllerblock;20;6;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
25280;1786911188576;150D;Fahrstatistik Max/Ø;20;6;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
26322;1786911189618;1502;Akkuinformationen;16;7;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
26743;1786911190039;1505;BikePerformance / Fahrleistung;18;7;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
26957;1786911190253;1506;Trip / Kilometer & Betriebszähler;16;7;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
27373;1786911190669;1508;Settings / Licht & Fahrstufe;17;7;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
27575;1786911190871;1509;BatteryChange / Akku-Livestand;11;7;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
27787;1786911191083;150A;MotorUpdate / Motor-Livestand;10;7;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
27991;1786911191287;150B;Motor-/Controllerblock;20;7;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
28204;1786911191500;150D;Fahrstatistik Max/Ø;20;7;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
29247;1786911192543;1502;Akkuinformationen;16;8;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
29665;1786911192961;1505;BikePerformance / Fahrleistung;18;8;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
29866;1786911193162;1506;Trip / Kilometer & Betriebszähler;16;8;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
30287;1786911193583;1508;Settings / Licht & Fahrstufe;17;8;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
30500;1786911193796;1509;BatteryChange / Akku-Livestand;11;8;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
30704;1786911194000;150A;MotorUpdate / Motor-Livestand;10;8;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
30916;1786911194212;150B;Motor-/Controllerblock;20;8;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
31121;1786911194417;150D;Fahrstatistik Max/Ø;20;8;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
32165;1786911195461;1502;Akkuinformationen;16;9;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
32583;1786911195879;1505;BikePerformance / Fahrleistung;18;9;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
32795;1786911196091;1506;Trip / Kilometer & Betriebszähler;16;9;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
33211;1786911196507;1508;Settings / Licht & Fahrstufe;17;9;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
33415;1786911196711;1509;BatteryChange / Akku-Livestand;11;9;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
33629;1786911196925;150A;MotorUpdate / Motor-Livestand;10;9;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
33831;1786911197127;150B;Motor-/Controllerblock;20;9;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
34045;1786911197341;150D;Fahrstatistik Max/Ø;20;9;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
35089;1786911198385;1502;Akkuinformationen;16;10;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
35507;1786911198803;1505;BikePerformance / Fahrleistung;18;10;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
35708;1786911199004;1506;Trip / Kilometer & Betriebszähler;16;10;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
36126;1786911199422;1508;Settings / Licht & Fahrstufe;17;10;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
36339;1786911199635;1509;BatteryChange / Akku-Livestand;11;10;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
36541;1786911199837;150A;MotorUpdate / Motor-Livestand;10;10;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
36756;1786911200052;150B;Motor-/Controllerblock;20;10;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
36958;1786911200254;150D;Fahrstatistik Max/Ø;20;10;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
38003;1786911201299;1502;Akkuinformationen;16;11;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
38421;1786911201717;1505;BikePerformance / Fahrleistung;18;11;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
38634;1786911201930;1506;Trip / Kilometer & Betriebszähler;16;11;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
39051;1786911202347;1508;Settings / Licht & Fahrstufe;17;11;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
39253;1786911202549;1509;BatteryChange / Akku-Livestand;11;11;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
39463;1786911202759;150A;MotorUpdate / Motor-Livestand;10;11;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
39671;1786911202967;150B;Motor-/Controllerblock;20;11;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
39884;1786911203180;150D;Fahrstatistik Max/Ø;20;11;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
40927;1786911204223;1502;Akkuinformationen;16;12;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
41346;1786911204642;1505;BikePerformance / Fahrleistung;18;12;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
41548;1786911204844;1506;Trip / Kilometer & Betriebszähler;16;12;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
41965;1786911205261;1508;Settings / Licht & Fahrstufe;17;12;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
42179;1786911205475;1509;BatteryChange / Akku-Livestand;11;12;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
42380;1786911205676;150A;MotorUpdate / Motor-Livestand;10;12;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
42596;1786911205892;150B;Motor-/Controllerblock;20;12;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
42798;1786911206094;150D;Fahrstatistik Max/Ø;20;12;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
43844;1786911207140;1502;Akkuinformationen;16;13;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
44260;1786911207556;1505;BikePerformance / Fahrleistung;18;13;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
44473;1786911207769;1506;Trip / Kilometer & Betriebszähler;16;13;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
44890;1786911208186;1508;Settings / Licht & Fahrstufe;17;13;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
45093;1786911208389;1509;BatteryChange / Akku-Livestand;11;13;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
45305;1786911208601;150A;MotorUpdate / Motor-Livestand;10;13;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
45508;1786911208804;150B;Motor-/Controllerblock;20;13;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
45723;1786911209019;150D;Fahrstatistik Max/Ø;20;13;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
46762;1786911210058;1502;Akkuinformationen;16;14;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
47184;1786911210480;1505;BikePerformance / Fahrleistung;18;14;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
47387;1786911210683;1506;Trip / Kilometer & Betriebszähler;16;14;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
47804;1786911211100;1508;Settings / Licht & Fahrstufe;17;14;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
48018;1786911211314;1509;BatteryChange / Akku-Livestand;11;14;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
48220;1786911211516;150A;MotorUpdate / Motor-Livestand;10;14;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
48434;1786911211730;150B;Motor-/Controllerblock;20;14;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
48636;1786911211932;150D;Fahrstatistik Max/Ø;20;14;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
49680;1786911212976;1502;Akkuinformationen;16;15;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
50100;1786911213396;1505;BikePerformance / Fahrleistung;18;15;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
50311;1786911213607;1506;Trip / Kilometer & Betriebszähler;16;15;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
50740;1786911214036;1508;Settings / Licht & Fahrstufe;17;15;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
50928;1786911214224;1509;BatteryChange / Akku-Livestand;11;15;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
51143;1786911214439;150A;MotorUpdate / Motor-Livestand;10;15;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
51348;1786911214644;150B;Motor-/Controllerblock;20;15;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
51562;1786911214858;150D;Fahrstatistik Max/Ø;20;15;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
52596;1786911215892;1502;Akkuinformationen;16;16;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
53023;1786911216319;1505;BikePerformance / Fahrleistung;18;16;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
53227;1786911216523;1506;Trip / Kilometer & Betriebszähler;16;16;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
53643;1786911216939;1508;Settings / Licht & Fahrstufe;17;16;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
53856;1786911217152;1509;BatteryChange / Akku-Livestand;11;16;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
54082;1786911217378;150A;MotorUpdate / Motor-Livestand;10;16;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
54269;1786911217565;150B;Motor-/Controllerblock;20;16;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
54477;1786911217773;150D;Fahrstatistik Max/Ø;20;16;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
55519;1786911218815;1502;Akkuinformationen;16;17;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
55938;1786911219234;1505;BikePerformance / Fahrleistung;18;17;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
56151;1786911219447;1506;Trip / Kilometer & Betriebszähler;16;17;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
56565;1786911219861;1508;Settings / Licht & Fahrstufe;17;17;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
56771;1786911220067;1509;BatteryChange / Akku-Livestand;11;17;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
56983;1786911220279;150A;MotorUpdate / Motor-Livestand;10;17;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
57187;1786911220483;150B;Motor-/Controllerblock;20;17;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
57411;1786911220707;150D;Fahrstatistik Max/Ø;20;17;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
58434;1786911221730;1502;Akkuinformationen;16;18;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
58863;1786911222159;1505;BikePerformance / Fahrleistung;18;18;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
59063;1786911222359;1506;Trip / Kilometer & Betriebszähler;16;18;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
59481;1786911222777;1508;Settings / Licht & Fahrstufe;17;18;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
59696;1786911222992;1509;BatteryChange / Akku-Livestand;11;18;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
59899;1786911223195;150A;MotorUpdate / Motor-Livestand;10;18;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
60111;1786911223407;150B;Motor-/Controllerblock;20;18;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
60314;1786911223610;150D;Fahrstatistik Max/Ø;20;18;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
61370;1786911224666;1502;Akkuinformationen;16;19;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
61777;1786911225073;1505;BikePerformance / Fahrleistung;18;19;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
61988;1786911225284;1506;Trip / Kilometer & Betriebszähler;16;19;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00;NOTIFICATION;1
62407;1786911225703;1508;Settings / Licht & Fahrstufe;17;19;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
62609;1786911225905;1509;BatteryChange / Akku-Livestand;11;19;–;00-00-FF-FF-4B-C4-7C-00-00-00-00;NOTIFICATION;1
62821;1786911226117;150A;MotorUpdate / Motor-Livestand;10;19;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
