relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;drive_raw_1505_b7;motor_load_raw_be;battery_state_raw_1509_b6;accessory_raw_b0;accessory_raw_b3;source_channel
9016;1787508589066;;;;;;;;;;;;;;;;;1502
9647;1787508589697;0.0;;;;;;;;;;;0;;;;;1505
9856;1787508589906;0.0;;;;;;;;;;725.1;0;;;;;1506
10268;1787508590318;0.0;;;;;;;;;;725.1;0;;;1;2;1508
10476;1787508590526;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;1;2;1509
10688;1787508590738;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150A
10901;1787508590951;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150B
11106;1787508591156;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150D
12147;1787508592197;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1502
12566;1787508592616;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1505
12777;1787508592827;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1506
13187;1787508593237;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1508
13408;1787508593458;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;1;2;1509
13607;1787508593657;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150A
13820;1787508593870;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150B
14027;1787508594077;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150D
15067;1787508595117;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1502
15487;1787508595537;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1505
15687;1787508595737;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1506
16105;1787508596155;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1508
16317;1787508596367;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;1;2;1509
16526;1787508596576;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150A
16736;1787508596786;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150B
16947;1787508596997;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150D
17988;1787508598038;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1502
18399;1787508598449;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1505
18608;1787508598658;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1506
19028;1787508599078;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1508
19237;1787508599287;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;1;2;1509
19449;1787508599499;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150A
19657;1787508599707;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150B
19859;1787508599909;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150D
20909;1787508600959;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1502
21318;1787508601368;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1505
21528;1787508601578;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1506
21946;1787508601996;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1508
22158;1787508602208;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;1;2;1509
22356;1787508602406;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150A
22570;1787508602620;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150B
22777;1787508602827;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150D
23818;1787508603868;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1502
24237;1787508604287;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1505
24448;1787508604498;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1506
24868;1787508604918;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1508
25077;1787508605127;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;1;2;1509
25277;1787508605327;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150A
25491;1787508605541;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150B
25697;1787508605747;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150D
26740;1787508606790;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1502
27157;1787508607207;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1505
27367;1787508607417;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1506
27790;1787508607840;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1508
27988;1787508608038;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;1;2;1509
28210;1787508608260;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150A
28411;1787508608461;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150B
28619;1787508608669;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150D
29659;1787508609709;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1502
30077;1787508610127;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1505
30288;1787508610338;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1506
30710;1787508610760;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1508
30910;1787508610960;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;1;2;1509
31117;1787508611167;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150A
31328;1787508611378;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150B
31537;1787508611587;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;150D
32578;1787508612628;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1502
32998;1787508613048;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1505
33207;1787508613257;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;1;2;1506
33617;1787508613667;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1508
33831;1787508613881;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;0;2;1509
34037;1787508614087;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150A
34246;1787508614296;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150B
34457;1787508614507;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150D
35496;1787508615546;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1502
35916;1787508615966;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1505
36127;1787508616177;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1506
36536;1787508616586;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1508
36746;1787508616796;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;0;2;1509
36957;1787508617007;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150A
37168;1787508617218;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150B
37377;1787508617427;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150D
38418;1787508618468;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1502
38836;1787508618886;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1505
39049;1787508619099;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1506
39460;1787508619510;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1508
39667;1787508619717;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;0;2;1509
39880;1787508619930;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150A
40089;1787508620139;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150B
40301;1787508620351;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150D
41341;1787508621391;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1502
41759;1787508621809;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1505
41958;1787508622008;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1506
42379;1787508622429;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1508
42591;1787508622641;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;0;2;1509
42800;1787508622850;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150A
43009;1787508623059;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150B
43219;1787508623269;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150D
44256;1787508624306;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1502
44678;1787508624728;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1505
44877;1787508624927;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1506
45299;1787508625349;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1508
45508;1787508625558;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;0;2;1509
45718;1787508625768;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150A
45929;1787508625979;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150B
46138;1787508626188;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150D
47178;1787508627228;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1502
47589;1787508627639;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1505
47799;1787508627849;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1506
48218;1787508628268;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1508
48426;1787508628476;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;0;2;1509
48640;1787508628690;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150A
48852;1787508628902;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150B
49048;1787508629098;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150D
50099;1787508630149;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1502
50508;1787508630558;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1505
50720;1787508630770;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1506
51140;1787508631190;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1508
51347;1787508631397;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;0;2;1509
51558;1787508631608;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150A
51775;1787508631825;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150B
51967;1787508632017;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;150D
53017;1787508633067;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1502
53428;1787508633478;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1505
53635;1787508633685;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1506
54058;1787508634108;0.0;32;46.2;0.0;0.0;0.0;1509_direct_carried;;;;725.1;0;0;;0;2;1508
54267;1787508634317;0.0;32;46.2;0.0;0.0;0.0;1509_direct;;;;725.1;0;0;;0;2;1509
