relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent_raw;battery_percent_stable;battery_stability;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;speed_raw_1505_u16be_b6_b7;motor_load_raw_be;light_state_1508_b0;ride_mode_1508_b3;start_mode_1508_b11;source_channel
9300;1787670261287;;;;RESET;;;;;;;;;;;;;;;1502
9921;1787670261908;0.0;;;RESET;;;;;;;;;;0;;;;;1505
10134;1787670262121;0.0;;;RESET;;;;;;;;;726.0;0;;;;;1506
10542;1787670262529;0.0;;;RESET;;;;;;;;;726.0;0;;0;1;0;1508
10750;1787670262737;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct;;;;726.0;0;0;0;1;0;1509
10964;1787670262951;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct_carried;;;;726.0;0;0;0;1;0;150A
11171;1787670263158;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct_carried;;;;726.0;0;0;0;1;0;150B
11382;1787670263369;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct_carried;;;;726.0;0;0;0;1;0;150D
12420;1787670264407;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct_carried;;;;726.0;0;0;0;1;0;1502
12843;1787670264830;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct_carried;;;;726.0;0;0;0;1;0;1505
13043;1787670265030;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct_carried;;;;726.0;0;0;0;1;0;1506
13462;1787670265449;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct_carried;;;;726.0;0;0;0;1;0;1508
13677;1787670265664;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct;;;;726.0;0;0;0;1;0;1509
13882;1787670265869;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct_carried;;;;726.0;0;0;0;1;0;150A
14090;1787670266077;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct_carried;;;;726.0;0;0;0;1;0;150B
14300;1787670266287;0.0;32;;WAITING_FOR_REST;46.0;0.0;0.0;0.0;1509_direct_carried;;;;726.0;0;0;0;1;0;150D
