relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;drive_raw_1505_b7;motor_load_raw_be;battery_state_raw_1509_b6;accessory_raw_b0;accessory_raw_b3;source_channel
2000;1786979149092;;;;;;;;;;;;;;;;;1502
2066;1786979149158;0.0;;;;;;;;;;;0;;;;;1505
2089;1786979149181;0.0;;;;;;;;;;709.9;0;;;;;1506
2145;1786979149237;0.0;;;;;;;;;;709.9;0;;;0;1;1508
2179;1786979149271;0.0;69;50.1;0.0;0.0;0.0;1509_direct;;;;709.9;0;0;;0;1;1509
2213;1786979149305;0.0;69;50.1;0.0;0.0;0.0;1509_direct_carried;;;;709.9;0;0;;0;1;150A
2235;1786979149327;0.0;69;50.1;0.0;0.0;0.0;1509_direct_carried;;;;709.9;0;0;;0;1;150B
2269;1786979149361;0.0;69;50.1;0.0;0.0;0.0;1509_direct_carried;;;;709.9;0;0;;0;1;150D
8020;1786979155112;;;;;;;;;;;;;;;;;1502
8439;1786979155531;0.0;;;;;;;;;;;0;;;;;1505
8650;1786979155742;0.0;;;;;;;;;;709.9;0;;;;;1506
9066;1786979156158;0.0;;;;;;;;;;709.9;0;;;0;1;1508
9267;1786979156359;0.0;70;50.1;0.0;0.0;0.0;1509_direct;;;;709.9;0;0;;0;1;1509
9496;1786979156588;0.0;70;50.1;0.0;0.0;0.0;1509_direct_carried;;;;709.9;0;0;;0;1;150A
9688;1786979156780;0.0;70;50.1;0.0;0.0;0.0;1509_direct_carried;;;;709.9;0;0;;0;1;150B
9901;1786979156993;0.0;70;50.1;0.0;0.0;0.0;1509_direct_carried;;;;709.9;0;0;;0;1;150D
10936;1786979158028;0.0;70;50.1;0.0;0.0;0.0;1509_direct_carried;;;;709.9;0;0;;0;1;1502
11352;1786979158444;0.0;70;50.1;0.0;0.0;0.0;1509_direct_carried;;;;709.9;0;0;;0;1;1505
11566;1786979158658;0.0;70;50.1;0.0;0.0;0.0;1509_direct_carried;;;;709.9;0;0;;0;1;1506
11983;1786979159075;0.0;70;50.1;0.0;0.0;0.0;1509_direct_carried;;;;709.9;0;0;;0;1;1508
12197;1786979159289;0.0;70;50.1;0.0;0.0;0.0;1509_direct;;;;709.9;0;0;;0;1;1509
