relative_ms;timestamp_ms;marker
0;1786979147092;START
2423;1786979149515;BLE getrennt • RAW 8 gesichert
2837;1786979149929;BLE-Link wieder verbunden • Messfahrtdaten erhalten
8442;1786979155534;Telemetrie wieder aktiv
349330;1786979496422;STOP
