relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;drive_raw_1505_b7;motor_load_raw_be;battery_state_raw_1509_b6;accessory_raw_b0;accessory_raw_b3;source_channel
8520;1787408435805;;;;;;;;;;;;;;;;;1502
9144;1787408436429;0.0;;;;;;;;;;;0;;;;;1505
9351;1787408436636;0.0;;;;;;;;;;716.3;0;;;;;1506
9774;1787408437059;0.0;;;;;;;;;;716.3;0;;;0;1;1508
9981;1787408437266;0.0;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;0;0;;0;1;1509
10182;1787408437467;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150A
10391;1787408437676;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150B
10601;1787408437886;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150D
11642;1787408438927;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1502
12277;1787408439562;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1505
12483;1787408439768;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1506
12905;1787408440190;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1508
13104;1787408440389;0.0;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;0;0;;0;1;1509
13315;1787408440600;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150A
13525;1787408440810;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150B
13745;1787408441030;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150D
14782;1787408442067;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1502
15196;1787408442481;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1505
15405;1787408442690;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1506
15825;1787408443110;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1508
16025;1787408443310;0.0;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;0;0;;0;1;1509
16234;1787408443519;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150A
16445;1787408443730;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150B
16655;1787408443940;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150D
17695;1787408444980;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1502
18115;1787408445400;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1505
18326;1787408445611;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1506
18743;1787408446028;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1508
18950;1787408446235;0.0;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;0;0;;0;1;1509
19155;1787408446440;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150A
19363;1787408446648;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150B
19575;1787408446860;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150D
20616;1787408447901;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1502
21035;1787408448320;0.8;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;8;0;;0;1;1505
21246;1787408448531;0.8;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;8;0;;0;1;1506
21655;1787408448940;0.8;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;8;0;;0;1;1508
21865;1787408449150;0.8;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;8;0;;0;1;1509
22072;1787408449357;0.8;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;8;0;;0;1;150A
22285;1787408449570;0.8;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;8;0;;0;1;150B
22495;1787408449780;0.8;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;8;0;;0;1;150D
23532;1787408450817;0.8;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;8;0;;0;1;1502
23953;1787408451238;0.9;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;9;0;;0;1;1505
24165;1787408451450;0.9;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;9;0;;0;1;1506
24586;1787408451871;0.9;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;9;0;;0;1;1508
24784;1787408452069;0.9;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;9;0;;0;1;1509
24996;1787408452281;0.9;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;9;0;;0;1;150A
25204;1787408452489;0.9;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;9;0;;0;1;150B
25415;1787408452700;0.9;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;9;0;;0;1;150D
26455;1787408453740;0.9;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;9;0;;0;1;1502
26874;1787408454159;0.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;5;0;;0;1;1505
27084;1787408454369;0.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;5;0;;0;1;1506
27495;1787408454780;0.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;5;0;;0;1;1508
27702;1787408454987;0.5;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;5;0;;0;1;1509
27912;1787408455197;0.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;5;0;;0;1;150A
28122;1787408455407;0.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;5;0;;0;1;150B
28333;1787408455618;0.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;5;0;;0;1;150D
29371;1787408456656;0.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;5;0;;0;1;1502
29793;1787408457078;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1505
30004;1787408457289;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1506
30414;1787408457699;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1508
30625;1787408457910;0.0;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;0;0;;0;1;1509
30835;1787408458120;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150A
31043;1787408458328;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150B
31255;1787408458540;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150D
32295;1787408459580;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1502
32715;1787408460000;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1505
32923;1787408460208;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1506
33335;1787408460620;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1508
33546;1787408460831;0.0;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;0;0;;0;1;1509
33755;1787408461040;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150A
33964;1787408461249;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150B
34174;1787408461459;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150D
35216;1787408462501;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1502
35635;1787408462920;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1505
35844;1787408463129;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1506
36255;1787408463540;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1508
36464;1787408463749;0.0;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;0;0;;0;1;1509
36675;1787408463960;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150A
36884;1787408464169;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150B
37097;1787408464382;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150D
38131;1787408465416;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1502
38552;1787408465837;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1505
38763;1787408466048;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1506
39175;1787408466460;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1508
39383;1787408466668;0.0;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;0;0;;0;1;1509
39595;1787408466880;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150A
39804;1787408467089;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150B
40014;1787408467299;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150D
41056;1787408468341;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1502
41472;1787408468757;1.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;15;0;;0;1;1505
41682;1787408468967;1.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;15;0;;0;1;1506
42094;1787408469379;1.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;15;0;;0;1;1508
42301;1787408469586;1.5;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;15;0;;0;1;1509
42511;1787408469796;1.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;15;0;;0;1;150A
42722;1787408470007;1.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;15;0;;0;1;150B
42931;1787408470216;1.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;15;0;;0;1;150D
43972;1787408471257;1.5;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;15;0;;0;1;1502
44391;1787408471676;2.3;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;23;0;;0;1;1505
44609;1787408471894;2.3;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;23;0;;0;1;1506
45024;1787408472309;2.3;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;23;0;;0;1;1508
45222;1787408472507;2.3;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;23;0;;0;1;1509
45433;1787408472718;2.3;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;23;0;;0;1;150A
45641;1787408472926;2.3;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;23;0;;0;1;150B
45852;1787408473137;2.3;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;23;0;;0;1;150D
46892;1787408474177;2.3;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;23;0;;0;1;1502
47312;1787408474597;2.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;20;0;;0;1;1505
47522;1787408474807;2.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;20;0;;0;1;1506
47931;1787408475216;2.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;20;0;;0;1;1508
48141;1787408475426;2.0;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;20;0;;0;1;1509
48351;1787408475636;2.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;20;0;;0;1;150A
48565;1787408475850;2.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;20;0;;0;1;150B
48775;1787408476060;2.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;20;0;;0;1;150D
49815;1787408477100;2.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;20;0;;0;1;1502
50233;1787408477518;1.4;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;14;0;;0;1;1505
50443;1787408477728;1.4;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;14;0;;0;1;1506
50852;1787408478137;1.4;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;14;0;;0;1;1508
51063;1787408478348;1.4;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;14;0;;0;1;1509
51273;1787408478558;1.4;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;14;0;;0;1;150A
51482;1787408478767;1.4;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;14;0;;0;1;150B
51694;1787408478979;1.4;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;14;0;;0;1;150D
52732;1787408480017;1.4;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;14;0;;0;1;1502
53154;1787408480439;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1505
53362;1787408480647;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1506
53772;1787408481057;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1508
53982;1787408481267;0.0;54;48.0;0.0;0.0;0.0;1509_direct;;;;716.3;0;0;;0;1;1509
54192;1787408481477;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150A
54402;1787408481687;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150B
54612;1787408481897;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;150D
55653;1787408482938;0.0;54;48.0;0.0;0.0;0.0;1509_direct_carried;;;;716.3;0;0;;0;1;1502
