relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent;voltage_v;current_a;power_w;motor_temp_c;battery_temp_c;trip_km;odometer_km;drive_raw_1505_b7;motor_load_raw_be;battery_state_raw_1509_b6;accessory_raw_b0;accessory_raw_b3;source_channel
4041;1786831770770;;;;;;;;;;;;;;;1502
4451;1786831771180;0.0;;;;;;;;;0;;;;;1505
4654;1786831771383;0.0;;;;;;;;708.1;0;;;;;1506
5068;1786831771797;0.0;;;;;;;;708.1;0;;;1;2;1508
5287;1786831772016;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1509
5486;1786831772215;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;150A
5702;1786831772431;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;150B
5904;1786831772633;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;150D
6953;1786831773682;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1502
7362;1786831774091;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1505
7578;1786831774307;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1506
7992;1786831774721;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1508
8197;1786831774926;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1509
8409;1786831775138;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;150A
8622;1786831775351;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;150B
8830;1786831775559;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;150D
9876;1786831776605;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1502
10292;1786831777021;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1505
10494;1786831777223;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1506
10912;1786831777641;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1508
11201;1786831777930;0.0;75;50.7;0.0;0.0;;;;708.1;0;0;;1;2;1509
