relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex
70132;1786831836861;150B;Motor-/Controllerblock;20;23;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
70340;1786831837069;150D;Fahrstatistik Max/Ø;20;23;1;00-80-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
71448;1786831838177;1502;Akkuinformationen;16;24;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
71921;1786831838650;1505;BikePerformance / Fahrleistung;18;24;7;00-00-00-00-FF-FF-00-54-FF-FF-FF-FF-FF-00-00-00-00-00
71999;1786831838728;1506;Trip / Kilometer & Betriebszähler;16;24;7;00-00-1B-A9-00-02-25-9A-00-00-02-C4-00-00-00-00
72415;1786831839144;1508;Settings / Licht & Fahrstufe;17;24;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
72632;1786831839361;1509;BatteryChange / Akku-Livestand;11;24;0,1,5,6,10;00-00-FF-FF-4B-C5-44-00-00-00-00
72941;1786831839670;150A;MotorUpdate / Motor-Livestand;10;24;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
73045;1786831839774;150B;Motor-/Controllerblock;20;24;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
73259;1786831839988;150D;Fahrstatistik Max/Ø;20;24;–;00-80-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
74299;1786831841028;1502;Akkuinformationen;16;25;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
74833;1786831841562;1505;BikePerformance / Fahrleistung;18;25;7;00-00-00-00-FF-FF-00-3C-FF-FF-FF-FF-FF-00-00-00-00-00
74941;1786831841670;1506;Trip / Kilometer & Betriebszähler;16;25;7;00-00-1B-A9-00-02-25-9D-00-00-02-C4-00-00-00-00
75415;1786831842144;1508;Settings / Licht & Fahrstufe;17;25;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
75546;1786831842275;1509;BatteryChange / Akku-Livestand;11;25;6;00-00-FF-FF-4B-C5-A8-00-00-00-00
75760;1786831842489;150A;MotorUpdate / Motor-Livestand;10;25;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
76065;1786831842794;150B;Motor-/Controllerblock;20;25;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
76175;1786831842904;150D;Fahrstatistik Max/Ø;20;25;–;00-80-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
77328;1786831844057;1502;Akkuinformationen;16;26;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
77641;1786831844370;1505;BikePerformance / Fahrleistung;18;26;7;00-00-00-00-FF-FF-00-14-FF-FF-FF-FF-FF-00-00-00-00-00
77913;1786831844642;1506;Trip / Kilometer & Betriebszähler;16;26;7;00-00-1B-A9-00-02-25-A0-00-00-02-C4-00-00-00-00
78259;1786831844988;1508;Settings / Licht & Fahrstufe;17;26;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
78526;1786831845255;1509;BatteryChange / Akku-Livestand;11;26;–;00-00-FF-FF-4B-C5-A8-00-00-00-00
78672;1786831845401;150A;MotorUpdate / Motor-Livestand;10;26;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
78885;1786831845614;150B;Motor-/Controllerblock;20;26;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
79150;1786831845879;150D;Fahrstatistik Max/Ø;20;26;–;00-80-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
80187;1786831846916;1502;Akkuinformationen;16;27;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
80553;1786831847282;1505;BikePerformance / Fahrleistung;18;27;7;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
80768;1786831847497;1506;Trip / Kilometer & Betriebszähler;16;27;7;00-00-1B-A9-00-02-25-A2-00-00-02-C4-00-00-00-00
81185;1786831847914;1508;Settings / Licht & Fahrstufe;17;27;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
81387;1786831848116;1509;BatteryChange / Akku-Livestand;11;27;–;00-00-FF-FF-4B-C5-A8-00-00-00-00
81602;1786831848331;150A;MotorUpdate / Motor-Livestand;10;27;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
81801;1786831848530;150B;Motor-/Controllerblock;20;27;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
82064;1786831848793;150D;Fahrstatistik Max/Ø;20;27;–;00-80-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
83065;1786831849794;1502;Akkuinformationen;16;28;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
83480;1786831850209;1505;BikePerformance / Fahrleistung;18;28;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
83683;1786831850412;1506;Trip / Kilometer & Betriebszähler;16;28;–;00-00-1B-A9-00-02-25-A2-00-00-02-C4-00-00-00-00
84096;1786831850825;1508;Settings / Licht & Fahrstufe;17;28;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
84306;1786831851035;1509;BatteryChange / Akku-Livestand;11;28;–;00-00-FF-FF-4B-C5-A8-00-00-00-00
84516;1786831851245;150A;MotorUpdate / Motor-Livestand;10;28;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
84725;1786831851454;150B;Motor-/Controllerblock;20;28;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
84931;1786831851660;150D;Fahrstatistik Max/Ø;20;28;–;00-80-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
86075;1786831852804;1502;Akkuinformationen;16;29;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
86480;1786831853209;1505;BikePerformance / Fahrleistung;18;29;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
86604;1786831853333;1506;Trip / Kilometer & Betriebszähler;16;29;–;00-00-1B-A9-00-02-25-A2-00-00-02-C4-00-00-00-00
87094;1786831853823;1508;Settings / Licht & Fahrstufe;17;29;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
87223;1786831853952;1509;BatteryChange / Akku-Livestand;11;29;–;00-00-FF-FF-4B-C5-A8-00-00-00-00
87494;1786831854223;150A;MotorUpdate / Motor-Livestand;10;29;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
87639;1786831854368;150B;Motor-/Controllerblock;20;29;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
87904;1786831854633;150D;Fahrstatistik Max/Ø;20;29;–;00-80-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
88987;1786831855716;1502;Akkuinformationen;16;30;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
89375;1786831856104;1505;BikePerformance / Fahrleistung;18;30;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
89520;1786831856249;1506;Trip / Kilometer & Betriebszähler;16;30;–;00-00-1B-A9-00-02-25-A2-00-00-02-C4-00-00-00-00
90067;1786831856796;1508;Settings / Licht & Fahrstufe;17;30;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
90146;1786831856875;1509;BatteryChange / Akku-Livestand;11;30;–;00-00-FF-FF-4B-C5-A8-00-00-00-00
90409;1786831857138;150A;MotorUpdate / Motor-Livestand;10;30;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
90566;1786831857295;150B;Motor-/Controllerblock;20;30;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
90817;1786831857546;150D;Fahrstatistik Max/Ø;20;30;–;00-80-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
91925;1786831858654;1502;Akkuinformationen;16;31;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
92347;1786831859076;1505;BikePerformance / Fahrleistung;18;31;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
92442;1786831859171;1506;Trip / Kilometer & Betriebszähler;16;31;–;00-00-1B-A9-00-02-25-A2-00-00-02-C4-00-00-00-00
92947;1786831859676;1508;Settings / Licht & Fahrstufe;17;31;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
93060;1786831859789;1509;BatteryChange / Akku-Livestand;11;31;–;00-00-FF-FF-4B-C5-A8-00-00-00-00
93327;1786831860056;150A;MotorUpdate / Motor-Livestand;10;31;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
93480;1786831860209;150B;Motor-/Controllerblock;20;31;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
93764;1786831860493;150D;Fahrstatistik Max/Ø;20;31;–;00-80-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
94814;1786831861543;1502;Akkuinformationen;16;32;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
95288;1786831862017;1505;BikePerformance / Fahrleistung;18;32;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
95355;1786831862084;1506;Trip / Kilometer & Betriebszähler;16;32;–;00-00-1B-A9-00-02-25-A2-00-00-02-C4-00-00-00-00
