relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent_raw;battery_percent_stable;battery_stability;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;speed_raw_1505_u16be_b6_b7;motor_load_raw_be;light_state_1508_b0;ride_mode_1508_b3;start_mode_1508_b11;source_channel
4938;1788054829490;;;;RESET;;;;;;;;;;;;;;;1502
5567;1788054830119;12.4;;;RECOVERING_AFTER_LOAD;;;;;;;;;;124;;;;;1505
5778;1788054830330;12.4;;;RECOVERING_AFTER_LOAD;;;;;;;;0.0;772.7;124;;;;;1506
6190;1788054830742;12.4;;;RECOVERING_AFTER_LOAD;;;;;;;;0.0;772.7;124;;1;1;0;1508
6398;1788054830950;12.4;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct;;;0.0;772.7;124;89;1;1;0;1509
6610;1788054831162;12.4;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;124;89;1;1;0;150A
6820;1788054831372;12.4;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;124;89;1;1;0;150B
7031;1788054831583;12.4;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;124;89;1;1;0;150D
8071;1788054832623;12.4;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;124;89;1;1;0;1502
8490;1788054833042;12.6;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;126;89;1;1;0;1505
8697;1788054833249;12.6;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;126;89;1;1;0;1506
9112;1788054833664;12.6;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;126;89;1;1;0;1508
9323;1788054833875;12.6;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct;;;0.0;772.7;126;89;1;1;0;1509
9530;1788054834082;12.6;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.0;772.7;126;89;1;1;0;150A
9737;1788054834289;12.6;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.0;772.7;126;89;1;1;0;150B
9947;1788054834499;12.6;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.0;772.7;126;89;1;1;0;150D
10989;1788054835541;12.6;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.0;772.7;126;89;1;1;0;1502
11404;1788054835956;12.3;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.0;772.7;123;89;1;1;0;1505
11615;1788054836167;12.3;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.0;772.7;123;89;1;1;0;1506
12026;1788054836578;12.3;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.0;772.7;123;89;1;1;0;1508
12236;1788054836788;12.3;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct;;;0.0;772.7;123;89;1;1;0;1509
12445;1788054836997;12.3;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;123;89;1;1;0;150A
12657;1788054837209;12.3;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;123;89;1;1;0;150B
12867;1788054837419;12.3;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;123;89;1;1;0;150D
13907;1788054838459;12.3;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;123;89;1;1;0;1502
14327;1788054838879;12.5;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.0;772.7;125;89;1;1;0;1505
14537;1788054839089;12.5;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;125;89;1;1;0;1506
14949;1788054839501;12.5;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;125;89;1;1;0;1508
15157;1788054839709;12.5;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct;;;0.1;772.8;125;89;1;1;0;1509
15367;1788054839919;12.5;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;125;89;1;1;0;150A
15578;1788054840130;12.5;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;125;89;1;1;0;150B
15787;1788054840339;12.5;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;125;89;1;1;0;150D
16832;1788054841384;12.5;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;125;89;1;1;0;1502
17251;1788054841803;13.0;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;130;89;1;1;0;1505
17460;1788054842012;13.0;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;130;89;1;1;0;1506
17871;1788054842423;13.0;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;130;89;1;1;0;1508
18081;1788054842633;13.0;27;;RECOVERING_AFTER_LOAD;44.9;1.0;44.0;44.9;1509_direct;;;0.1;772.8;130;44;1;1;0;1509
18289;1788054842841;13.0;27;;RECOVERING_AFTER_LOAD;44.9;1.0;44.0;44.9;1509_direct_carried;;;0.1;772.8;130;44;1;1;0;150A
18500;1788054843052;13.0;27;;RECOVERING_AFTER_LOAD;44.9;1.0;44.0;44.9;1509_direct_carried;;;0.1;772.8;130;44;1;1;0;150B
18711;1788054843263;13.0;27;;RECOVERING_AFTER_LOAD;44.9;1.0;44.0;44.9;1509_direct_carried;;;0.1;772.8;130;44;1;1;0;150D
19745;1788054844297;13.0;27;;RECOVERING_AFTER_LOAD;44.9;1.0;44.0;44.9;1509_direct_carried;;;0.1;772.8;130;44;1;1;0;1502
20166;1788054844718;13.3;27;;RECOVERING_AFTER_LOAD;44.9;1.0;44.0;44.9;1509_direct_carried;;;0.1;772.8;133;44;1;1;0;1505
20376;1788054844928;13.3;27;;RECOVERING_AFTER_LOAD;44.9;1.0;44.0;44.9;1509_direct_carried;;;0.1;772.8;133;44;1;1;0;1506
20787;1788054845339;13.3;27;;RECOVERING_AFTER_LOAD;44.9;1.0;44.0;44.9;1509_direct_carried;;;0.1;772.8;133;44;1;1;0;1508
21000;1788054845552;13.3;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct;;;0.1;772.8;133;89;1;1;0;1509
21207;1788054845759;13.3;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;133;89;1;1;0;150A
21417;1788054845969;13.3;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;133;89;1;1;0;150B
21631;1788054846183;13.3;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;133;89;1;1;0;150D
22672;1788054847224;13.3;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;133;89;1;1;0;1502
23091;1788054847643;13.4;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;134;89;1;1;0;1505
23301;1788054847853;13.4;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;134;89;1;1;0;1506
23711;1788054848263;13.4;27;;RECOVERING_AFTER_LOAD;44.8;2.0;89.0;89.6;1509_direct_carried;;;0.1;772.8;134;89;1;1;0;1508
23920;1788054848472;13.4;27;;RECOVERING_AFTER_LOAD;45.3;0.0;0.0;0.0;1509_direct;;;0.1;772.8;134;0;1;1;0;1509
24132;1788054848684;13.4;27;;RECOVERING_AFTER_LOAD;45.3;0.0;0.0;0.0;1509_direct_carried;;;0.1;772.8;134;0;1;1;0;150A
24340;1788054848892;13.4;27;;RECOVERING_AFTER_LOAD;45.3;0.0;0.0;0.0;1509_direct_carried;;;0.1;772.8;134;0;1;1;0;150B
24551;1788054849103;13.4;27;;RECOVERING_AFTER_LOAD;45.3;0.0;0.0;0.0;1509_direct_carried;;;0.1;772.8;134;0;1;1;0;150D
25591;1788054850143;13.4;27;;RECOVERING_AFTER_LOAD;45.3;0.0;0.0;0.0;1509_direct_carried;;;0.1;772.8;134;0;1;1;0;1502
26012;1788054850564;10.9;27;;RECOVERING_AFTER_LOAD;45.3;0.0;0.0;0.0;1509_direct_carried;;;0.1;772.8;109;0;1;1;0;1505
26222;1788054850774;10.9;27;;RECOVERING_AFTER_LOAD;45.3;0.0;0.0;0.0;1509_direct_carried;;;0.1;772.8;109;0;1;1;0;1506
26639;1788054851191;10.9;27;;RECOVERING_AFTER_LOAD;45.3;0.0;0.0;0.0;1509_direct_carried;;;0.1;772.8;109;0;1;1;0;1508
26841;1788054851393;10.9;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct;;;0.1;772.8;109;89;1;1;0;1509
27051;1788054851603;10.9;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.1;772.8;109;89;1;1;0;150A
27262;1788054851814;10.9;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.1;772.8;109;89;1;1;0;150B
27471;1788054852023;10.9;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.1;772.8;109;89;1;1;0;150D
28511;1788054853063;10.9;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.1;772.8;109;89;1;1;0;1502
28928;1788054853480;13.6;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.1;772.8;136;89;1;1;0;1505
29143;1788054853695;13.6;27;;RECOVERING_AFTER_LOAD;44.9;2.0;89.0;89.8;1509_direct_carried;;;0.1;772.8;136;89;1;1;0;1506
