relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent_raw;battery_percent_stable;battery_stability;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;speed_raw_1505_u16be_b6_b7;motor_load_raw_be;light_state_1508_b0;ride_mode_1508_b3;start_mode_1508_b11;source_channel
8958;1787682316843;;;;RESET;;;;;;;;;;;;;;;1502
9380;1787682317265;0.0;;;RESET;;;;;;;;;;0;;;;;1505
9590;1787682317475;0.0;;;RESET;;;;;;;;;726.8;0;;;;;1506
9998;1787682317883;0.0;;;RESET;;;;;;;;;726.8;0;;0;1;0;1508
10228;1787682318113;0.0;32;;WAITING_FOR_REST;45.9;0.0;0.0;0.0;1509_direct;;;;726.8;0;0;0;1;0;1509
10420;1787682318305;0.0;32;;WAITING_FOR_REST;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;150A
10630;1787682318515;0.0;32;;WAITING_FOR_REST;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;150B
10839;1787682318724;0.0;32;;WAITING_FOR_REST;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;150D
11880;1787682319765;0.0;32;;WAITING_FOR_REST;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;1502
12297;1787682320182;0.0;32;;WAITING_FOR_REST;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;1505
12508;1787682320393;0.0;32;;WAITING_FOR_REST;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;1506
12921;1787682320806;0.0;32;;WAITING_FOR_REST;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;1508
13130;1787682321015;0.0;32;;WAITING_FOR_REST;45.8;0.0;0.0;0.0;1509_direct;;;;726.8;0;0;0;1;0;1509
13338;1787682321223;0.0;32;;WAITING_FOR_REST;45.8;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;150A
13559;1787682321444;0.0;32;;WAITING_FOR_REST;45.8;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;150B
13759;1787682321644;0.0;32;;WAITING_FOR_REST;45.8;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;150D
14798;1787682322683;0.0;32;;WAITING_FOR_REST;45.8;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;1502
15219;1787682323104;0.0;32;;WAITING_FOR_REST;45.8;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;1505
15418;1787682323303;0.0;32;;WAITING_FOR_REST;45.8;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;1506
15839;1787682323724;0.0;32;;WAITING_FOR_REST;45.8;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;1508
16049;1787682323934;0.0;32;32;STABLE;45.9;0.0;0.0;0.0;1509_direct;;;;726.8;0;0;0;1;0;1509
16260;1787682324145;0.0;32;32;STABLE;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;150A
16470;1787682324355;0.0;32;32;STABLE;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;150B
16669;1787682324554;0.0;32;32;STABLE;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;150D
17929;1787682325814;0.0;32;32;STABLE;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;1502
18338;1787682326223;0.0;32;32;STABLE;45.9;0.0;0.0;0.0;1509_direct_carried;;;;726.8;0;0;0;1;0;1505
