relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;drive_raw_1505_b7;motor_load_raw_be;battery_state_raw_1509_b6;accessory_raw_b0;accessory_raw_b3;source_channel
8133;1787229923241;;;;;;;;;;;;;;;;;1502
8550;1787229923658;0.0;;;;;;;;;;;0;;;;;1505
8761;1787229923869;0.0;;;;;;;;;;713.0;0;;;;;1506
9181;1787229924289;0.0;;;;;;;;;;713.0;0;;;0;2;1508
9379;1787229924487;0.0;59;49.0;0.0;0.0;0.0;1509_direct;;;;713.0;0;0;;0;2;1509
9592;1787229924700;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150A
9802;1787229924910;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150B
10009;1787229925117;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150D
11051;1787229926159;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1502
11468;1787229926576;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1505
11678;1787229926786;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1506
12088;1787229927196;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1508
12298;1787229927406;0.0;59;49.1;0.0;0.0;0.0;1509_direct;;;;713.0;0;0;;0;2;1509
12507;1787229927615;0.0;59;49.1;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150A
12720;1787229927828;0.0;59;49.1;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150B
12930;1787229928038;0.0;59;49.1;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150D
13972;1787229929080;0.0;59;49.1;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1502
14390;1787229929498;0.0;59;49.1;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1505
14600;1787229929708;0.0;59;49.1;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1506
15012;1787229930120;0.0;59;49.1;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1508
15220;1787229930328;0.0;59;49.0;0.0;0.0;0.0;1509_direct;;;;713.0;0;0;;0;2;1509
15432;1787229930540;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150A
15640;1787229930748;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150B
15847;1787229930955;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150D
16893;1787229932001;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1502
17307;1787229932415;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1505
17517;1787229932625;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1506
17928;1787229933036;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1508
18138;1787229933246;0.0;59;49.0;0.0;0.0;0.0;1509_direct;;;;713.0;0;0;;0;2;1509
18348;1787229933456;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150A
18557;1787229933665;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150B
18767;1787229933875;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;150D
19807;1787229934915;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1502
20228;1787229935336;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1505
20438;1787229935546;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1506
20846;1787229935954;0.0;59;49.0;0.0;0.0;0.0;1509_direct_carried;;;;713.0;0;0;;0;2;1508
