relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent_raw;battery_percent_stable;battery_stability;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;speed_raw_1505_u16be_b6_b7;motor_load_raw_be;light_state_1508_b0;ride_mode_1508_b3;start_mode_1508_b11;source_channel
9141;1787864840822;;;;RESET;;;;;;;;;;;;;;;1502
9754;1787864841435;0.0;;;RESET;;;;;;;;;;0;;;;;1505
9967;1787864841648;0.0;;;RESET;;;;;;;;0.0;731.9;0;;;;;1506
10381;1787864842062;0.0;;;RESET;;;;;;;;0.0;731.9;0;;1;1;0;1508
10593;1787864842274;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct;;;0.0;731.9;0;0;1;1;0;1509
10809;1787864842490;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150A
11016;1787864842697;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150B
11214;1787864842895;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150D
12264;1787864843945;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1502
12672;1787864844353;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1505
12883;1787864844564;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1506
13311;1787864844992;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1508
13511;1787864845192;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct;;;0.0;731.9;0;0;1;1;0;1509
13721;1787864845402;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150A
13922;1787864845603;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150B
14135;1787864845816;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150D
15174;1787864846855;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1502
15593;1787864847274;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1505
15804;1787864847485;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1506
16223;1787864847904;0.0;81;;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1508
16434;1787864848115;0.0;81;81;STABLE;51.3;0.0;0.0;0.0;1509_direct;;;0.0;731.9;0;0;1;1;0;1509
16635;1787864848316;0.0;81;81;STABLE;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150A
16841;1787864848522;0.0;81;81;STABLE;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150B
17051;1787864848732;0.0;81;81;STABLE;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150D
18096;1787864849777;0.0;81;81;STABLE;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1502
18513;1787864850194;0.0;81;81;STABLE;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1505
18724;1787864850405;0.0;81;81;STABLE;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1506
19141;1787864850822;0.0;81;81;STABLE;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1508
19342;1787864851023;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct;;;0.0;731.9;0;0;1;1;0;1509
19552;1787864851233;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150A
19762;1787864851443;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150B
19973;1787864851654;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150D
21011;1787864852692;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1502
21432;1787864853113;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1505
21646;1787864853327;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1506
22062;1787864853743;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1508
22262;1787864853943;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct;;;0.0;731.9;0;0;1;1;0;1509
22474;1787864854155;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150A
22682;1787864854363;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150B
22890;1787864854571;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;150D
23930;1787864855611;0.0;81;81;WAITING_FOR_REST;51.3;0.0;0.0;0.0;1509_direct_carried;;;0.0;731.9;0;0;1;1;0;1502
