relative_ms;timestamp_ms;marker
0;1787864831681;START
3425;1787864835106;BLE getrennt • RAW 0 gesichert
4234;1787864835915;BLE-Link wieder verbunden • Messfahrtdaten erhalten
9757;1787864841438;Telemetrie wieder aktiv
133013;1787864964694;AUTO_BESTÄTIGT • Fahrmodus ECO → SPORT • 1508/3
1339228;1787866170909;STOP
