relative_ms;timestamp_ms;marker
0;1786820945565;START
2521;1786820948086;BLE getrennt • RAW 10 gesichert
2984;1786820948549;BLE wieder verbunden • RAW 10 wiederhergestellt
188918;1786821134483;STOP
