relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent;voltage_v;current_a;power_w;motor_temp_c;battery_temp_c;trip_km;odometer_km;drive_raw_1505_b7;motor_load_raw_be;battery_state_raw_1509_b6;accessory_raw_b0;accessory_raw_b3;source_channel
1434;1786820946999;;;;;;;;;;;;;;;2A05
2062;1786820947627;;;;;;;;;;;;;;;1502
2083;1786820947648;;;;;;;;;;;;;;;2A00
2129;1786820947694;0.0;;;;;;;;;0;;;;;1505
2152;1786820947717;0.0;;;;;;;;707.8;0;;;;;1506
2219;1786820947784;0.0;;;;;;;;707.8;0;;;1;1;1508
2239;1786820947804;0.0;74;50.8;0.0;;;;;707.8;0;0;;1;1;1509
2272;1786820947837;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;150A
2306;1786820947871;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;150B
2328;1786820947893;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;150D
5783;1786820951348;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;2A00
6446;1786820952011;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;2A01
7088;1786820952653;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;2A02
7674;1786820953239;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;1502
7728;1786820953293;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;2A04
8080;1786820953645;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;1505
8291;1786820953856;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;1506
8382;1786820953947;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;2A28
8707;1786820954272;0.0;74;50.8;0.0;0.0;;;;707.8;0;0;;1;1;1508
8909;1786820954474;0.0;75;50.8;0.0;0.0;;;;707.8;0;0;;1;1;1509
9044;1786820954609;0.0;75;50.8;0.0;0.0;;;;707.8;0;0;;1;1;1501
