relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex;payload_sha256;public_redaction
123014;1786821068579;1509;BatteryChange / Akku-Livestand;11;41;5,6;00-00-FF-FF-4B-C5-44-00-00-00-00;;
123216;1786821068781;150A;MotorUpdate / Motor-Livestand;10;41;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
123430;1786821068995;150B;Motor-/Controllerblock;20;41;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
123643;1786821069208;150D;Zweite Fahrstatistik;20;41;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
124678;1786821070243;1502;Akkuinformationen;16;42;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
125095;1786821070660;1505;BikePerformance / Fahrleistung;18;42;7,8,9,10,11,12,13,14,15,16,17;00-00-00-00-FF-FF-00-00-33-34-35-36-37-38-39-35-3D-14;;
125308;1786821070873;1506;Trip / Kilometer & Betriebszähler;16;42;7;00-00-1B-A9-00-02-25-69-00-00-02-C4-00-00-00-00;;
125725;1786821071290;1508;Settings / Licht & Fahrstufe;17;42;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
125928;1786821071493;1509;BatteryChange / Akku-Livestand;11;42;–;00-00-FF-FF-4B-C5-44-00-00-00-00;;
126141;1786821071706;150A;MotorUpdate / Motor-Livestand;10;42;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
126354;1786821071919;150B;Motor-/Controllerblock;20;42;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
126556;1786821072121;150D;Zweite Fahrstatistik;20;42;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
127604;1786821073169;1502;Akkuinformationen;16;43;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
128020;1786821073585;1505;BikePerformance / Fahrleistung;18;43;7,8,9,10,11,12,13,14,15,16,17;00-00-00-00-FF-FF-00-02-FF-FF-FF-FF-FF-00-00-00-00-00;;
128221;1786821073786;1506;Trip / Kilometer & Betriebszähler;16;43;7;00-00-1B-A9-00-02-25-6C-00-00-02-C4-00-00-00-00;;
128649;1786821074214;1508;Settings / Licht & Fahrstufe;17;43;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
128864;1786821074429;1509;BatteryChange / Akku-Livestand;11;43;–;00-00-FF-FF-4B-C5-44-00-00-00-00;;
129077;1786821074642;150A;MotorUpdate / Motor-Livestand;10;43;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
129268;1786821074833;150B;Motor-/Controllerblock;20;43;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
129483;1786821075048;150D;Zweite Fahrstatistik;20;43;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
130518;1786821076083;1502;Akkuinformationen;16;44;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
130955;1786821076520;1505;BikePerformance / Fahrleistung;18;44;7;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
131148;1786821076713;1506;Trip / Kilometer & Betriebszähler;16;44;7;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
131565;1786821077130;1508;Settings / Licht & Fahrstufe;17;44;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
131777;1786821077342;1509;BatteryChange / Akku-Livestand;11;44;–;00-00-FF-FF-4B-C5-44-00-00-00-00;;
131979;1786821077544;150A;MotorUpdate / Motor-Livestand;10;44;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
132195;1786821077760;150B;Motor-/Controllerblock;20;44;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
132396;1786821077961;150D;Zweite Fahrstatistik;20;44;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
133443;1786821079008;1502;Akkuinformationen;16;45;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
133858;1786821079423;1505;BikePerformance / Fahrleistung;18;45;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
134073;1786821079638;1506;Trip / Kilometer & Betriebszähler;16;45;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
134489;1786821080054;1508;Settings / Licht & Fahrstufe;17;45;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
134691;1786821080256;1509;BatteryChange / Akku-Livestand;11;45;–;00-00-FF-FF-4B-C5-44-00-00-00-00;;
134905;1786821080470;150A;MotorUpdate / Motor-Livestand;10;45;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
135108;1786821080673;150B;Motor-/Controllerblock;20;45;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
135322;1786821080887;150D;Zweite Fahrstatistik;20;45;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
136370;1786821081935;1502;Akkuinformationen;16;46;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
136783;1786821082348;1505;BikePerformance / Fahrleistung;18;46;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
136986;1786821082551;1506;Trip / Kilometer & Betriebszähler;16;46;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
137403;1786821082968;1508;Settings / Licht & Fahrstufe;17;46;0;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
137617;1786821083182;1509;BatteryChange / Akku-Livestand;11;46;–;00-00-FF-FF-4B-C5-44-00-00-00-00;;
137819;1786821083384;150A;MotorUpdate / Motor-Livestand;10;46;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
138033;1786821083598;150B;Motor-/Controllerblock;20;46;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
138245;1786821083810;150D;Zweite Fahrstatistik;20;46;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
139281;1786821084846;1502;Akkuinformationen;16;47;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
139699;1786821085264;1505;BikePerformance / Fahrleistung;18;47;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
139923;1786821085488;1506;Trip / Kilometer & Betriebszähler;16;47;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
140327;1786821085892;1508;Settings / Licht & Fahrstufe;17;47;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
140541;1786821086106;1509;BatteryChange / Akku-Livestand;11;47;–;00-00-FF-FF-4B-C5-44-00-00-00-00;;
140744;1786821086309;150A;MotorUpdate / Motor-Livestand;10;47;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
140958;1786821086523;150B;Motor-/Controllerblock;20;47;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
141159;1786821086724;150D;Zweite Fahrstatistik;20;47;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
142207;1786821087772;1502;Akkuinformationen;16;48;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
142623;1786821088188;1505;BikePerformance / Fahrleistung;18;48;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
142839;1786821088404;1506;Trip / Kilometer & Betriebszähler;16;48;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
143255;1786821088820;1508;Settings / Licht & Fahrstufe;17;48;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
143457;1786821089022;1509;BatteryChange / Akku-Livestand;11;48;–;00-00-FF-FF-4B-C5-44-00-00-00-00;;
143670;1786821089235;150A;MotorUpdate / Motor-Livestand;10;48;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
143872;1786821089437;150B;Motor-/Controllerblock;20;48;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
144086;1786821089651;150D;Zweite Fahrstatistik;20;48;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
145132;1786821090697;1502;Akkuinformationen;16;49;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
145547;1786821091112;1505;BikePerformance / Fahrleistung;18;49;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
145751;1786821091316;1506;Trip / Kilometer & Betriebszähler;16;49;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
146166;1786821091731;1508;Settings / Licht & Fahrstufe;17;49;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
146381;1786821091946;1509;BatteryChange / Akku-Livestand;11;49;–;00-00-FF-FF-4B-C5-44-00-00-00-00;;
146586;1786821092151;150A;MotorUpdate / Motor-Livestand;10;49;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
146799;1786821092364;150B;Motor-/Controllerblock;20;49;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
147011;1786821092576;150D;Zweite Fahrstatistik;20;49;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
148048;1786821093613;1502;Akkuinformationen;16;50;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
148462;1786821094027;1505;BikePerformance / Fahrleistung;18;50;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
148674;1786821094239;1506;Trip / Kilometer & Betriebszähler;16;50;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
149092;1786821094657;1508;Settings / Licht & Fahrstufe;17;50;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
149296;1786821094861;1509;BatteryChange / Akku-Livestand;11;50;6;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
149509;1786821095074;150A;MotorUpdate / Motor-Livestand;10;50;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
149723;1786821095288;150B;Motor-/Controllerblock;20;50;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
149924;1786821095489;150D;Zweite Fahrstatistik;20;50;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
150971;1786821096536;1502;Akkuinformationen;16;51;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
151387;1786821096952;1505;BikePerformance / Fahrleistung;18;51;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
151589;1786821097154;1506;Trip / Kilometer & Betriebszähler;16;51;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
152018;1786821097583;1508;Settings / Licht & Fahrstufe;17;51;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
152219;1786821097784;1509;BatteryChange / Akku-Livestand;11;51;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
152435;1786821098000;150A;MotorUpdate / Motor-Livestand;10;51;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
152634;1786821098199;150B;Motor-/Controllerblock;20;51;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
152851;1786821098416;150D;Zweite Fahrstatistik;20;51;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
153885;1786821099450;1502;Akkuinformationen;16;52;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
154311;1786821099876;1505;BikePerformance / Fahrleistung;18;52;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
154516;1786821100081;1506;Trip / Kilometer & Betriebszähler;16;52;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
154930;1786821100495;1508;Settings / Licht & Fahrstufe;17;52;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
155147;1786821100712;1509;BatteryChange / Akku-Livestand;11;52;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
155347;1786821100912;150A;MotorUpdate / Motor-Livestand;10;52;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
155562;1786821101127;150B;Motor-/Controllerblock;20;52;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
155762;1786821101327;150D;Zweite Fahrstatistik;20;52;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
156808;1786821102373;1502;Akkuinformationen;16;53;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
157226;1786821102791;1505;BikePerformance / Fahrleistung;18;53;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
157440;1786821103005;1506;Trip / Kilometer & Betriebszähler;16;53;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
157855;1786821103420;1508;Settings / Licht & Fahrstufe;17;53;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
158056;1786821103621;1509;BatteryChange / Akku-Livestand;11;53;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
158270;1786821103835;150A;MotorUpdate / Motor-Livestand;10;53;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
158473;1786821104038;150B;Motor-/Controllerblock;20;53;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
158687;1786821104252;150D;Zweite Fahrstatistik;20;53;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
159734;1786821105299;1502;Akkuinformationen;16;54;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
160154;1786821105719;1505;BikePerformance / Fahrleistung;18;54;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
160354;1786821105919;1506;Trip / Kilometer & Betriebszähler;16;54;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
160770;1786821106335;1508;Settings / Licht & Fahrstufe;17;54;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
160994;1786821106559;1509;BatteryChange / Akku-Livestand;11;54;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
161186;1786821106751;150A;MotorUpdate / Motor-Livestand;10;54;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
161399;1786821106964;150B;Motor-/Controllerblock;20;54;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
161612;1786821107177;150D;Zweite Fahrstatistik;20;54;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
162650;1786821108215;1502;Akkuinformationen;16;55;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
163078;1786821108643;1505;BikePerformance / Fahrleistung;18;55;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
163282;1786821108847;1506;Trip / Kilometer & Betriebszähler;16;55;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
163696;1786821109261;1508;Settings / Licht & Fahrstufe;17;55;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
163909;1786821109474;1509;BatteryChange / Akku-Livestand;11;55;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
164122;1786821109687;150A;MotorUpdate / Motor-Livestand;10;55;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
164324;1786821109889;150B;Motor-/Controllerblock;20;55;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
164527;1786821110092;150D;Zweite Fahrstatistik;20;55;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
165574;1786821111139;1502;Akkuinformationen;16;56;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
165989;1786821111554;1505;BikePerformance / Fahrleistung;18;56;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
166206;1786821111771;1506;Trip / Kilometer & Betriebszähler;16;56;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
166620;1786821112185;1508;Settings / Licht & Fahrstufe;17;56;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
166823;1786821112388;1509;BatteryChange / Akku-Livestand;11;56;6;00-00-FF-FF-4B-C5-44-00-00-00-00;;
167038;1786821112603;150A;MotorUpdate / Motor-Livestand;10;56;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
167240;1786821112805;150B;Motor-/Controllerblock;20;56;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
167456;1786821113021;150D;Zweite Fahrstatistik;20;56;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
168502;1786821114067;1502;Akkuinformationen;16;57;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
168915;1786821114480;1505;BikePerformance / Fahrleistung;18;57;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
169117;1786821114682;1506;Trip / Kilometer & Betriebszähler;16;57;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
169533;1786821115098;1508;Settings / Licht & Fahrstufe;17;57;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
169747;1786821115312;1509;BatteryChange / Akku-Livestand;11;57;6;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
169951;1786821115516;150A;MotorUpdate / Motor-Livestand;10;57;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
170166;1786821115731;150B;Motor-/Controllerblock;20;57;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
170381;1786821115946;150D;Zweite Fahrstatistik;20;57;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
171413;1786821116978;1502;Akkuinformationen;16;58;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
171830;1786821117395;1505;BikePerformance / Fahrleistung;18;58;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
172067;1786821117632;1506;Trip / Kilometer & Betriebszähler;16;58;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
172459;1786821118024;1508;Settings / Licht & Fahrstufe;17;58;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
172662;1786821118227;1509;BatteryChange / Akku-Livestand;11;58;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
172875;1786821118440;150A;MotorUpdate / Motor-Livestand;10;58;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
173091;1786821118656;150B;Motor-/Controllerblock;20;58;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
173292;1786821118857;150D;Zweite Fahrstatistik;20;58;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
174338;1786821119903;1502;Akkuinformationen;16;59;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
174756;1786821120321;1505;BikePerformance / Fahrleistung;18;59;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
174968;1786821120533;1506;Trip / Kilometer & Betriebszähler;16;59;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
175383;1786821120948;1508;Settings / Licht & Fahrstufe;17;59;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
175609;1786821121174;1509;BatteryChange / Akku-Livestand;11;59;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
175800;1786821121365;150A;MotorUpdate / Motor-Livestand;10;59;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
176006;1786821121571;150B;Motor-/Controllerblock;20;59;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
176219;1786821121784;150D;Zweite Fahrstatistik;20;59;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
177265;1786821122830;1502;Akkuinformationen;16;60;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
177682;1786821123247;1505;BikePerformance / Fahrleistung;18;60;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
177882;1786821123447;1506;Trip / Kilometer & Betriebszähler;16;60;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
178298;1786821123863;1508;Settings / Licht & Fahrstufe;17;60;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
178513;1786821124078;1509;BatteryChange / Akku-Livestand;11;60;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
178716;1786821124281;150A;MotorUpdate / Motor-Livestand;10;60;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
178929;1786821124494;150B;Motor-/Controllerblock;20;60;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
179132;1786821124697;150D;Zweite Fahrstatistik;20;60;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
180176;1786821125741;1502;Akkuinformationen;16;61;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
180594;1786821126159;1505;BikePerformance / Fahrleistung;18;61;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
180808;1786821126373;1506;Trip / Kilometer & Betriebszähler;16;61;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
181223;1786821126788;1508;Settings / Licht & Fahrstufe;17;61;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
181425;1786821126990;1509;BatteryChange / Akku-Livestand;11;61;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
181641;1786821127206;150A;MotorUpdate / Motor-Livestand;10;61;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
181855;1786821127420;150B;Motor-/Controllerblock;20;61;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
182054;1786821127619;150D;Zweite Fahrstatistik;20;61;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
183101;1786821128666;1502;Akkuinformationen;16;62;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
183517;1786821129082;1505;BikePerformance / Fahrleistung;18;62;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
183721;1786821129286;1506;Trip / Kilometer & Betriebszähler;16;62;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
184149;1786821129714;1508;Settings / Licht & Fahrstufe;17;62;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
184350;1786821129915;1509;BatteryChange / Akku-Livestand;11;62;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
184565;1786821130130;150A;MotorUpdate / Motor-Livestand;10;62;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
184767;1786821130332;150B;Motor-/Controllerblock;20;62;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
184981;1786821130546;150D;Zweite Fahrstatistik;20;62;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
186016;1786821131581;1502;Akkuinformationen;16;63;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
186445;1786821132010;1505;BikePerformance / Fahrleistung;18;63;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
186650;1786821132215;1506;Trip / Kilometer & Betriebszähler;16;63;–;00-00-1B-A9-00-02-25-6D-00-00-02-C4-00-00-00-00;;
187063;1786821132628;1508;Settings / Licht & Fahrstufe;17;63;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
187277;1786821132842;1509;BatteryChange / Akku-Livestand;11;63;–;00-00-FF-FF-4B-C5-A8-00-00-00-00;;
187480;1786821133045;150A;MotorUpdate / Motor-Livestand;10;63;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
187692;1786821133257;150B;Motor-/Controllerblock;20;63;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
187897;1786821133462;150D;Zweite Fahrstatistik;20;63;–;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
