relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent_raw;battery_percent_stable;battery_stability;voltage_v;current_a;power_w;electrical_power_w;power_provenance;motor_temp_c;battery_temp_c;trip_km;odometer_km;speed_raw_1505_u16be_b6_b7;motor_load_raw_be;light_state_1508_b0;ride_mode_1508_b3;start_mode_1508_b11;source_channel
4589095;1787952554990;;;;RESET;;;;;;;;;;;;;;;1502
4589718;1787952555613;0.0;;;RESET;;;;;;;;;;0;;;;;1505
4589926;1787952555821;0.0;;;RESET;;;;;;;;0.0;736.3;0;;;;;1506
4590345;1787952556240;0.0;;;RESET;;;;;;;;0.0;736.3;0;;1;2;0;1508
4590557;1787952556452;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct;;;0.0;736.3;0;0;1;2;0;1509
4590756;1787952556651;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150A
4590967;1787952556862;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150B
4591178;1787952557073;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150D
4592216;1787952558111;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1502
4592635;1787952558530;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1505
4592845;1787952558740;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1506
4593267;1787952559162;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1508
4593467;1787952559362;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct;;;0.0;736.3;0;0;1;2;0;1509
4593675;1787952559570;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150A
4593887;1787952559782;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150B
4594096;1787952559991;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150D
4595136;1787952561031;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1502
4595557;1787952561452;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1505
4595765;1787952561660;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1506
4596176;1787952562071;0.0;70;;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1508
4596387;1787952562282;0.0;70;70;STABLE;49.8;0.0;0.0;0.0;1509_direct;;;0.0;736.3;0;0;1;2;0;1509
4596596;1787952562491;0.0;70;70;STABLE;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150A
4596807;1787952562702;0.0;70;70;STABLE;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150B
4597016;1787952562911;0.0;70;70;STABLE;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150D
4598054;1787952563949;0.0;70;70;STABLE;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1502
4598476;1787952564371;0.0;70;70;STABLE;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1505
4598686;1787952564581;0.0;70;70;STABLE;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1506
4599096;1787952564991;0.0;70;70;STABLE;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1508
4599306;1787952565201;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct;;;0.0;736.3;0;0;1;2;0;1509
4599515;1787952565410;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150A
4599726;1787952565621;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150B
4599936;1787952565831;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150D
4600976;1787952566871;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1502
4601398;1787952567293;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1505
4601598;1787952567493;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1506
4602016;1787952567911;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1508
4602225;1787952568120;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct;;;0.0;736.3;0;0;1;2;0;1509
4602436;1787952568331;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150A
4602647;1787952568542;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150B
4602857;1787952568752;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;150D
4603897;1787952569792;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1502
4604305;1787952570200;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1505
4604517;1787952570412;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1506
4604940;1787952570835;0.0;70;70;WAITING_FOR_REST;49.8;0.0;0.0;0.0;1509_direct_carried;;;0.0;736.3;0;0;1;2;0;1508
