relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex;payload_sha256;public_redaction
148717;1786641582740;150A;MotorUpdate / Motor-Livestand;10;49;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
148810;1786641582833;1506;Trip / Kilometer & Betriebszähler;16;50;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
149226;1786641583249;1508;Settings / Licht & Fahrstufe;17;50;16;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
149380;1786641583403;150B;Motor-/Controllerblock;20;49;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
149451;1786641583474;1509;BatteryChange / Akku-Livestand;11;50;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
149642;1786641583665;150A;MotorUpdate / Motor-Livestand;10;50;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
149857;1786641583880;150B;Motor-/Controllerblock;20;50;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
150022;1786641584045;150C;BatteryCellUpdate / Zell- & Temperaturdaten;13;2;–;FF-FF-FF-80-00-80-00-80-00-00-00-00-00;;
150060;1786641584083;150D;Zweite Fahrstatistik;20;49;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
150688;1786641584711;150D;Zweite Fahrstatistik;20;50;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
151118;1786641585141;1502;Akkuinformationen;16;51;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
151384;1786641585407;150E;Unbekannter Kanal;20;2;–;FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00;;
151521;1786641585544;1505;BikePerformance / Fahrleistung;18;51;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
151737;1786641585760;1506;Trip / Kilometer & Betriebszähler;16;51;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
151990;1786641586013;150F;Unbekannter Kanal;20;2;–;FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00;;
152151;1786641586174;1508;Settings / Licht & Fahrstufe;17;51;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
152363;1786641586386;1509;BatteryChange / Akku-Livestand;11;51;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
152563;1786641586586;150A;MotorUpdate / Motor-Livestand;10;51;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
152642;1786641586665;1510;Unbekannter Kanal;20;2;–;FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00;;
152780;1786641586803;150B;Motor-/Controllerblock;20;51;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
152984;1786641587007;150D;Zweite Fahrstatistik;20;51;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
153295;1786641587318;1511;Unbekannter Kanal;20;2;–;;ddbb9244acf8127793a84541964b8caae120eaef045f4f997bbdaa6a2295bb67;identity_or_free_form
153959;1786641587982;1512;Unbekannter Kanal;20;2;–;FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00;;
154030;1786641588053;1502;Akkuinformationen;16;52;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
154445;1786641588468;1505;BikePerformance / Fahrleistung;18;52;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
154645;1786641588668;1513;Unbekannter Kanal;20;2;–;;ddbb9244acf8127793a84541964b8caae120eaef045f4f997bbdaa6a2295bb67;identity_or_free_form
154656;1786641588679;1506;Trip / Kilometer & Betriebszähler;16;52;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
155075;1786641589098;1508;Settings / Licht & Fahrstufe;17;52;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
155275;1786641589298;1509;BatteryChange / Akku-Livestand;11;52;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
155311;1786641589334;151C;Unbekannter Kanal;10;2;–;FF-00-00-00-00-00-00-00-00-00;;
155491;1786641589514;150A;MotorUpdate / Motor-Livestand;10;52;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
155716;1786641589739;150B;Motor-/Controllerblock;20;52;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
155909;1786641589932;150D;Zweite Fahrstatistik;20;52;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
155929;1786641589952;1802;Unbekannter Kanal;20;2;–;;161660a64e88a397a33d90c876888717a0e1f7735754b0fbec20ad3d762038ba;identity_or_free_form
156581;1786641590604;0203;Unbekannter Kanal;1;2;–;00;;
157157;1786641591180;1502;Akkuinformationen;16;53;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
157574;1786641591597;1505;BikePerformance / Fahrleistung;18;53;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
157788;1786641591811;1506;Trip / Kilometer & Betriebszähler;16;53;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
158224;1786641592247;1508;Settings / Licht & Fahrstufe;17;53;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
158415;1786641592438;1509;BatteryChange / Akku-Livestand;11;53;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
158618;1786641592641;150A;MotorUpdate / Motor-Livestand;10;53;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
158832;1786641592855;150B;Motor-/Controllerblock;20;53;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
159036;1786641593059;150D;Zweite Fahrstatistik;20;53;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
160103;1786641594126;1502;Akkuinformationen;16;54;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
160520;1786641594543;1505;BikePerformance / Fahrleistung;18;54;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
160733;1786641594756;1506;Trip / Kilometer & Betriebszähler;16;54;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
161128;1786641595151;1508;Settings / Licht & Fahrstufe;17;54;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
161328;1786641595351;1509;BatteryChange / Akku-Livestand;11;54;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
161553;1786641595576;150A;MotorUpdate / Motor-Livestand;10;54;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
161766;1786641595789;150B;Motor-/Controllerblock;20;54;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
161971;1786641595994;150D;Zweite Fahrstatistik;20;54;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
163017;1786641597040;1502;Akkuinformationen;16;55;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
163454;1786641597477;1505;BikePerformance / Fahrleistung;18;55;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
163637;1786641597660;1506;Trip / Kilometer & Betriebszähler;16;55;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
164064;1786641598087;1508;Settings / Licht & Fahrstufe;17;55;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
164267;1786641598290;1509;BatteryChange / Akku-Livestand;11;55;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
164480;1786641598503;150A;MotorUpdate / Motor-Livestand;10;55;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
164673;1786641598696;150B;Motor-/Controllerblock;20;55;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
164884;1786641598907;150D;Zweite Fahrstatistik;20;55;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
165943;1786641599966;1502;Akkuinformationen;16;56;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
166351;1786641600374;1505;BikePerformance / Fahrleistung;18;56;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
166550;1786641600573;1506;Trip / Kilometer & Betriebszähler;16;56;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
166989;1786641601012;1508;Settings / Licht & Fahrstufe;17;56;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
167180;1786641601203;1509;BatteryChange / Akku-Livestand;11;56;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
167394;1786641601417;150A;MotorUpdate / Motor-Livestand;10;56;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
167608;1786641601631;150B;Motor-/Controllerblock;20;56;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
167811;1786641601834;150D;Zweite Fahrstatistik;20;56;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
168857;1786641602880;1502;Akkuinformationen;16;57;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
169272;1786641603295;1505;BikePerformance / Fahrleistung;18;57;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
169475;1786641603498;1506;Trip / Kilometer & Betriebszähler;16;57;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
169902;1786641603925;1508;Settings / Licht & Fahrstufe;17;57;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
170116;1786641604139;1509;BatteryChange / Akku-Livestand;11;57;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
170307;1786641604330;150A;MotorUpdate / Motor-Livestand;10;57;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
170533;1786641604556;150B;Motor-/Controllerblock;20;57;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
170735;1786641604758;150D;Zweite Fahrstatistik;20;57;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
171771;1786641605794;1502;Akkuinformationen;16;58;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
172196;1786641606219;1505;BikePerformance / Fahrleistung;18;58;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
172399;1786641606422;1506;Trip / Kilometer & Betriebszähler;16;58;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
172814;1786641606837;1508;Settings / Licht & Fahrstufe;17;58;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
173032;1786641607055;1509;BatteryChange / Akku-Livestand;11;58;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
173231;1786641607254;150A;MotorUpdate / Motor-Livestand;10;58;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
173457;1786641607480;150B;Motor-/Controllerblock;20;58;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
173648;1786641607671;150D;Zweite Fahrstatistik;20;58;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
174708;1786641608731;1502;Akkuinformationen;16;59;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
175113;1786641609136;1505;BikePerformance / Fahrleistung;18;59;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
175337;1786641609360;1506;Trip / Kilometer & Betriebszähler;16;59;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
175744;1786641609767;1508;Settings / Licht & Fahrstufe;17;59;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
175944;1786641609967;1509;BatteryChange / Akku-Livestand;11;59;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
176158;1786641610181;150A;MotorUpdate / Motor-Livestand;10;59;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
176384;1786641610407;150B;Motor-/Controllerblock;20;59;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
176574;1786641610597;150D;Zweite Fahrstatistik;20;59;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
177622;1786641611645;1502;Akkuinformationen;16;60;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
178038;1786641612061;1505;BikePerformance / Fahrleistung;18;60;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
178251;1786641612274;1506;Trip / Kilometer & Betriebszähler;16;60;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
178667;1786641612690;1508;Settings / Licht & Fahrstufe;17;60;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
178870;1786641612893;1509;BatteryChange / Akku-Livestand;11;60;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
179082;1786641613105;150A;MotorUpdate / Motor-Livestand;10;60;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
179285;1786641613308;150B;Motor-/Controllerblock;20;60;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
179519;1786641613542;150D;Zweite Fahrstatistik;20;60;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
180548;1786641614571;1502;Akkuinformationen;16;61;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
180971;1786641614994;1505;BikePerformance / Fahrleistung;18;61;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
181175;1786641615198;1506;Trip / Kilometer & Betriebszähler;16;61;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
181603;1786641615626;1508;Settings / Licht & Fahrstufe;17;61;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
181794;1786641615817;1509;BatteryChange / Akku-Livestand;11;61;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
182008;1786641616031;150A;MotorUpdate / Motor-Livestand;10;61;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
182210;1786641616233;150B;Motor-/Controllerblock;20;61;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
182424;1786641616447;150D;Zweite Fahrstatistik;20;61;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
183470;1786641617493;1502;Akkuinformationen;16;62;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
183888;1786641617911;1505;BikePerformance / Fahrleistung;18;62;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
184098;1786641618121;1506;Trip / Kilometer & Betriebszähler;16;62;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
184517;1786641618540;1508;Settings / Licht & Fahrstufe;17;62;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
184719;1786641618742;1509;BatteryChange / Akku-Livestand;11;62;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
184923;1786641618946;150A;MotorUpdate / Motor-Livestand;10;62;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
185136;1786641619159;150B;Motor-/Controllerblock;20;62;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
185337;1786641619360;150D;Zweite Fahrstatistik;20;62;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
186385;1786641620408;1502;Akkuinformationen;16;63;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
186800;1786641620823;1505;BikePerformance / Fahrleistung;18;63;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
187014;1786641621037;1506;Trip / Kilometer & Betriebszähler;16;63;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
187463;1786641621486;1508;Settings / Licht & Fahrstufe;17;63;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
187648;1786641621671;1509;BatteryChange / Akku-Livestand;11;63;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
187844;1786641621867;150A;MotorUpdate / Motor-Livestand;10;63;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
188059;1786641622082;150B;Motor-/Controllerblock;20;63;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
188263;1786641622286;150D;Zweite Fahrstatistik;20;63;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
189310;1786641623333;1502;Akkuinformationen;16;64;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
189726;1786641623749;1505;BikePerformance / Fahrleistung;18;64;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
189939;1786641623962;1506;Trip / Kilometer & Betriebszähler;16;64;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
190404;1786641624427;1508;Settings / Licht & Fahrstufe;17;64;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
190557;1786641624580;1509;BatteryChange / Akku-Livestand;11;64;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
190784;1786641624807;150A;MotorUpdate / Motor-Livestand;10;64;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
190984;1786641625007;150B;Motor-/Controllerblock;20;64;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
191201;1786641625224;150D;Zweite Fahrstatistik;20;64;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
192234;1786641626257;1502;Akkuinformationen;16;65;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
192651;1786641626674;1505;BikePerformance / Fahrleistung;18;65;7;00-00-00-00-FF-FF-00-04-FF-FF-FF-FF-FF-00-00-00-00-00;;
192852;1786641626875;1506;Trip / Kilometer & Betriebszähler;16;65;7;00-00-1B-55-00-02-1F-63-00-00-02-BB-00-00-00-00;;
193280;1786641627303;1508;Settings / Licht & Fahrstufe;17;65;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
193485;1786641627508;1509;BatteryChange / Akku-Livestand;11;65;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
193696;1786641627719;150A;MotorUpdate / Motor-Livestand;10;65;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
193899;1786641627922;150B;Motor-/Controllerblock;20;65;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
194113;1786641628136;150D;Zweite Fahrstatistik;20;65;1;00-15-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
195159;1786641629182;1502;Akkuinformationen;16;66;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
195586;1786641629609;1505;BikePerformance / Fahrleistung;18;66;7;00-00-00-00-FF-FF-00-19-FF-FF-FF-FF-FF-00-00-00-00-00;;
195779;1786641629802;1506;Trip / Kilometer & Betriebszähler;16;66;7;00-00-1B-55-00-02-1F-66-00-00-02-BB-00-00-00-00;;
196194;1786641630217;1508;Settings / Licht & Fahrstufe;17;66;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
196419;1786641630442;1509;BatteryChange / Akku-Livestand;11;66;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
196612;1786641630635;150A;MotorUpdate / Motor-Livestand;10;66;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
196825;1786641630848;150B;Motor-/Controllerblock;20;66;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
197048;1786641631071;150D;Zweite Fahrstatistik;20;66;1;00-1B-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
198071;1786641632094;1502;Akkuinformationen;16;67;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
198499;1786641632522;1505;BikePerformance / Fahrleistung;18;67;7;00-00-00-00-FF-FF-00-18-FF-FF-FF-FF-FF-00-00-00-00-00;;
198714;1786641632737;1506;Trip / Kilometer & Betriebszähler;16;67;7;00-00-1B-55-00-02-1F-69-00-00-02-BB-00-00-00-00;;
199120;1786641633143;1508;Settings / Licht & Fahrstufe;17;67;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
199331;1786641633354;1509;BatteryChange / Akku-Livestand;11;67;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
199546;1786641633569;150A;MotorUpdate / Motor-Livestand;10;67;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
199750;1786641633773;150B;Motor-/Controllerblock;20;67;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
199950;1786641633973;150D;Zweite Fahrstatistik;20;67;1;00-1C-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
200999;1786641635022;1502;Akkuinformationen;16;68;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
201417;1786641635440;1505;BikePerformance / Fahrleistung;18;68;7;00-00-00-00-FF-FF-00-15-FF-FF-FF-FF-FF-00-00-00-00-00;;
201627;1786641635650;1506;Trip / Kilometer & Betriebszähler;16;68;7;00-00-1B-55-00-02-1F-6C-00-00-02-BB-00-00-00-00;;
202044;1786641636067;1508;Settings / Licht & Fahrstufe;17;68;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
202246;1786641636269;1509;BatteryChange / Akku-Livestand;11;68;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
202463;1786641636486;150A;MotorUpdate / Motor-Livestand;10;68;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
202684;1786641636707;150B;Motor-/Controllerblock;20;68;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
202892;1786641636915;150D;Zweite Fahrstatistik;20;68;–;00-1C-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
203923;1786641637946;1502;Akkuinformationen;16;69;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
204353;1786641638376;1505;BikePerformance / Fahrleistung;18;69;7;00-00-00-00-FF-FF-00-14-FF-FF-FF-FF-FF-00-00-00-00-00;;
204554;1786641638577;1506;Trip / Kilometer & Betriebszähler;16;69;7;00-00-1B-55-00-02-1F-6F-00-00-02-BB-00-00-00-00;;
204969;1786641638992;1508;Settings / Licht & Fahrstufe;17;69;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
205186;1786641639209;1509;BatteryChange / Akku-Livestand;11;69;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
205385;1786641639408;150A;MotorUpdate / Motor-Livestand;10;69;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
205612;1786641639635;150B;Motor-/Controllerblock;20;69;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
205803;1786641639826;150D;Zweite Fahrstatistik;20;69;–;00-1C-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
206849;1786641640872;1502;Akkuinformationen;16;70;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
207265;1786641641288;1505;BikePerformance / Fahrleistung;18;70;7;00-00-00-00-FF-FF-00-0C-FF-FF-FF-FF-FF-00-00-00-00-00;;
207470;1786641641493;1506;Trip / Kilometer & Betriebszähler;16;70;7;00-00-1B-55-00-02-1F-72-00-00-02-BB-00-00-00-00;;
207884;1786641641907;1508;Settings / Licht & Fahrstufe;17;70;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
208097;1786641642120;1509;BatteryChange / Akku-Livestand;11;70;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
208314;1786641642337;150A;MotorUpdate / Motor-Livestand;10;70;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
208521;1786641642544;150B;Motor-/Controllerblock;20;70;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
208725;1786641642748;150D;Zweite Fahrstatistik;20;70;–;00-1C-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
209763;1786641643786;1502;Akkuinformationen;16;71;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
210189;1786641644212;1505;BikePerformance / Fahrleistung;18;71;7;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
210393;1786641644416;1506;Trip / Kilometer & Betriebszähler;16;71;7;00-00-1B-55-00-02-1F-74-00-00-02-BB-00-00-00-00;;
210807;1786641644830;1508;Settings / Licht & Fahrstufe;17;71;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
211021;1786641645044;1509;BatteryChange / Akku-Livestand;11;71;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
211225;1786641645248;150A;MotorUpdate / Motor-Livestand;10;71;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
