relative_ms;timestamp_ms;speed_kmh_candidate;battery_percent;voltage_v;current_a;power_w;motor_temp_c;battery_temp_c;trip_km;odometer_km;drive_raw_1505_b7;motor_load_raw_be;battery_state_raw_1509_b6;accessory_raw_b0;accessory_raw_b3;source_channel
1434;1786641435457;;;;;;;;;;;;;;;2A05
2095;1786641436118;;;;;;;;;;;;;;;2A00
2179;1786641436202;;;;;;;;;;;;;;;1502
2243;1786641436266;0.0;;;;;;;;;0;;;;;1505
2264;1786641436287;0.0;;;;;;;;699.7;0;;;;;1506
2333;1786641436356;0.0;;;;;;;;699.7;0;;;0;1;1508
2365;1786641436388;0.0;98;53.2;0.0;;;;;699.7;0;0;;0;1;1509
2387;1786641436410;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;150A
2422;1786641436445;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;150B
2444;1786641436467;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;150D
8666;1786641442689;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;2A00
9330;1786641443353;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;2A01
9984;1786641444007;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;2A02
10622;1786641444645;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;2A04
10646;1786641444669;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1502
11065;1786641445088;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1505
11264;1786641445287;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1506
11275;1786641445298;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;2A28
11694;1786641445717;0.0;98;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1508
11897;1786641445920;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1509
11941;1786641445964;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1501
12110;1786641446133;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;150A
12312;1786641446335;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;150B
12541;1786641446564;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;150D
12591;1786641446614;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1502
13244;1786641447267;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1503
13571;1786641447594;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1502
13912;1786641447935;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1504
13977;1786641448000;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1505
14191;1786641448214;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1506
14560;1786641448583;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1505
14606;1786641448629;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1508
14821;1786641448844;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1509
15033;1786641449056;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;150A
15201;1786641449224;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;1506
15235;1786641449258;0.0;100;53.2;0.0;0.0;;;;699.7;0;0;;0;1;150B
