relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex;origin;connection_epoch
19049;1786991074334;150B;Motor-/Controllerblock;20;4;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
19251;1786991074536;150D;Fahrstatistik Max/Ø;20;4;–;00-04-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
20295;1786991075580;1502;Akkuinformationen;16;5;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
20714;1786991075999;1505;BikePerformance / Fahrleistung;18;5;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
20929;1786991076214;1506;Trip / Kilometer & Betriebszähler;16;5;7;00-00-1B-C3-00-02-27-FC-00-00-02-C6-00-00-00-00;NOTIFICATION;1
21343;1786991076628;1508;Settings / Licht & Fahrstufe;17;5;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
21545;1786991076830;1509;BatteryChange / Akku-Livestand;11;5;6;00-00-FF-FF-46-C2-24-00-00-00-00;NOTIFICATION;1
21758;1786991077043;150A;MotorUpdate / Motor-Livestand;10;5;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
21971;1786991077256;150B;Motor-/Controllerblock;20;5;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
22175;1786991077460;150D;Fahrstatistik Max/Ø;20;5;–;00-04-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
23210;1786991078495;1502;Akkuinformationen;16;6;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
23637;1786991078922;1505;BikePerformance / Fahrleistung;18;6;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
23842;1786991079127;1506;Trip / Kilometer & Betriebszähler;16;6;–;00-00-1B-C3-00-02-27-FC-00-00-02-C6-00-00-00-00;NOTIFICATION;1
24256;1786991079541;1508;Settings / Licht & Fahrstufe;17;6;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
24470;1786991079755;1509;BatteryChange / Akku-Livestand;11;6;4,6;00-00-FF-FF-44-C2-88-00-00-00-00;NOTIFICATION;1
24674;1786991079959;150A;MotorUpdate / Motor-Livestand;10;6;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
24887;1786991080172;150B;Motor-/Controllerblock;20;6;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
25089;1786991080374;150D;Fahrstatistik Max/Ø;20;6;–;00-04-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
26135;1786991081420;1502;Akkuinformationen;16;7;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
26553;1786991081838;1505;BikePerformance / Fahrleistung;18;7;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
26757;1786991082042;1506;Trip / Kilometer & Betriebszähler;16;7;–;00-00-1B-C3-00-02-27-FC-00-00-02-C6-00-00-00-00;NOTIFICATION;1
27184;1786991082469;1508;Settings / Licht & Fahrstufe;17;7;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
27386;1786991082671;1509;BatteryChange / Akku-Livestand;11;7;6;00-00-FF-FF-44-C2-24-00-00-00-00;NOTIFICATION;1
27599;1786991082884;150A;MotorUpdate / Motor-Livestand;10;7;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
27803;1786991083088;150B;Motor-/Controllerblock;20;7;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
28016;1786991083301;150D;Fahrstatistik Max/Ø;20;7;–;00-04-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
29050;1786991084335;1502;Akkuinformationen;16;8;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
29466;1786991084751;1505;BikePerformance / Fahrleistung;18;8;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
29680;1786991084965;1506;Trip / Kilometer & Betriebszähler;16;8;–;00-00-1B-C3-00-02-27-FC-00-00-02-C6-00-00-00-00;NOTIFICATION;1
30096;1786991085381;1508;Settings / Licht & Fahrstufe;17;8;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
30298;1786991085583;1509;BatteryChange / Akku-Livestand;11;8;6;00-00-FF-FF-44-C2-88-00-00-00-00;NOTIFICATION;1
30511;1786991085796;150A;MotorUpdate / Motor-Livestand;10;8;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
30725;1786991086010;150B;Motor-/Controllerblock;20;8;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
30929;1786991086214;150D;Fahrstatistik Max/Ø;20;8;–;00-04-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
31975;1786991087260;1502;Akkuinformationen;16;9;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
32394;1786991087679;1505;BikePerformance / Fahrleistung;18;9;7;00-00-00-00-FF-FF-00-1A-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
32594;1786991087879;1506;Trip / Kilometer & Betriebszähler;16;9;7;00-00-1B-C3-00-02-27-FE-00-00-02-C6-00-00-00-00;NOTIFICATION;1
33008;1786991088293;1508;Settings / Licht & Fahrstufe;17;9;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
33225;1786991088510;1509;BatteryChange / Akku-Livestand;11;9;4;00-00-FF-FF-45-C2-88-00-00-00-00;NOTIFICATION;1
33428;1786991088713;150A;MotorUpdate / Motor-Livestand;10;9;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
33642;1786991088927;150B;Motor-/Controllerblock;20;9;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
33855;1786991089140;150D;Fahrstatistik Max/Ø;20;9;1;00-21-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
34892;1786991090177;1502;Akkuinformationen;16;10;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
35306;1786991090591;1505;BikePerformance / Fahrleistung;18;10;7;00-00-00-00-FF-FF-00-15-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
35520;1786991090805;1506;Trip / Kilometer & Betriebszähler;16;10;6,7;00-00-1B-C3-00-02-28-01-00-00-02-C6-00-00-00-00;NOTIFICATION;1
35937;1786991091222;1508;Settings / Licht & Fahrstufe;17;10;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
36148;1786991091433;1509;BatteryChange / Akku-Livestand;11;10;–;00-00-FF-FF-45-C2-88-00-00-00-00;NOTIFICATION;1
36352;1786991091637;150A;MotorUpdate / Motor-Livestand;10;10;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
36565;1786991091850;150B;Motor-/Controllerblock;20;10;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
36769;1786991092054;150D;Fahrstatistik Max/Ø;20;10;–;00-21-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
37815;1786991093100;1502;Akkuinformationen;16;11;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
38230;1786991093515;1505;BikePerformance / Fahrleistung;18;11;7;00-00-00-00-FF-FF-00-2D-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
38433;1786991093718;1506;Trip / Kilometer & Betriebszähler;16;11;7;00-00-1B-C3-00-02-28-04-00-00-02-C6-00-00-00-00;NOTIFICATION;1
38849;1786991094134;1508;Settings / Licht & Fahrstufe;17;11;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
39063;1786991094348;1509;BatteryChange / Akku-Livestand;11;11;4,5,6;00-00-FF-FF-44-C0-F8-00-00-00-00;NOTIFICATION;1
39265;1786991094550;150A;MotorUpdate / Motor-Livestand;10;11;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
39482;1786991094767;150B;Motor-/Controllerblock;20;11;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
39682;1786991094967;150D;Fahrstatistik Max/Ø;20;11;1;00-31-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
40729;1786991096014;1502;Akkuinformationen;16;12;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
41359;1786991096644;1506;Trip / Kilometer & Betriebszähler;16;12;7;00-00-1B-C3-00-02-28-07-00-00-02-C6-00-00-00-00;NOTIFICATION;1
41776;1786991097061;1508;Settings / Licht & Fahrstufe;17;12;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
41978;1786991097263;1509;BatteryChange / Akku-Livestand;11;12;5,6;00-00-FF-FF-44-C1-C0-00-00-00-00;NOTIFICATION;1
42192;1786991097477;150A;MotorUpdate / Motor-Livestand;10;12;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
42393;1786991097678;150B;Motor-/Controllerblock;20;12;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
42608;1786991097893;150D;Fahrstatistik Max/Ø;20;12;1;00-8F-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
43651;1786991098936;1502;Akkuinformationen;16;13;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
44069;1786991099354;1505;BikePerformance / Fahrleistung;18;12;0,1,2,3,7;14-8C-14-8C-FF-FF-00-BA-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
44272;1786991099557;1506;Trip / Kilometer & Betriebszähler;16;13;7;00-00-1B-C3-00-02-28-0A-00-00-02-C6-00-00-00-00;NOTIFICATION;1
44688;1786991099973;1508;Settings / Licht & Fahrstufe;17;13;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
44902;1786991100187;1509;BatteryChange / Akku-Livestand;11;13;0,1,4,5,6,9,10;1F-40-FF-FF-43-BB-E4-00-00-01-80;NOTIFICATION;1
45105;1786991100390;150A;MotorUpdate / Motor-Livestand;10;13;0,1;1F-40-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
45318;1786991100603;150B;Motor-/Controllerblock;20;13;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
45522;1786991100807;150D;Fahrstatistik Max/Ø;20;13;1;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
46568;1786991101853;1502;Akkuinformationen;16;14;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
46985;1786991102270;1505;BikePerformance / Fahrleistung;18;13;0,1,2,3,7;00-00-00-00-FF-FF-00-BB-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
47198;1786991102483;1506;Trip / Kilometer & Betriebszähler;16;14;7,8,9,10,11,12;00-00-1B-C3-00-02-28-00-FF-FF-FF-FF-FF-00-00-00;NOTIFICATION;1
47614;1786991102899;1508;Settings / Licht & Fahrstufe;17;14;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
47817;1786991103102;1509;BatteryChange / Akku-Livestand;11;14;0,1,4,5,6,9,10;0F-A0-FF-FF-40-BD-D8-00-00-00-C2;NOTIFICATION;1
48028;1786991103313;150A;MotorUpdate / Motor-Livestand;10;14;0,1;17-70-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
48233;1786991103518;150B;Motor-/Controllerblock;20;14;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
48448;1786991103733;150D;Fahrstatistik Max/Ø;20;14;–;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
49491;1786991104776;1502;Akkuinformationen;16;15;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
49912;1786991105197;1505;BikePerformance / Fahrleistung;18;14;0,1,2,3,7;0B-5E-0B-5E-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
50110;1786991105395;1506;Trip / Kilometer & Betriebszähler;16;15;7,8,9,10,11,12;00-00-1B-C3-00-02-28-10-00-00-02-C6-00-00-00-00;NOTIFICATION;1
50531;1786991105816;1508;Settings / Licht & Fahrstufe;17;15;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
50743;1786991106028;1509;BatteryChange / Akku-Livestand;11;15;0,1,9,10;13-88-FF-FF-40-BD-D8-00-00-01-23;NOTIFICATION;1
50944;1786991106229;150A;MotorUpdate / Motor-Livestand;10;15;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
51157;1786991106442;150B;Motor-/Controllerblock;20;15;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
51361;1786991106646;150D;Fahrstatistik Max/Ø;20;15;–;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
52407;1786991107692;1502;Akkuinformationen;16;16;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
52822;1786991108107;1505;BikePerformance / Fahrleistung;18;15;0,1,2,3;03-D4-03-D4-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
53047;1786991108332;1506;Trip / Kilometer & Betriebszähler;16;16;7;00-00-1B-C3-00-02-28-13-00-00-02-C6-00-00-00-00;NOTIFICATION;1
53452;1786991108737;1508;Settings / Licht & Fahrstufe;17;16;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
53654;1786991108939;1509;BatteryChange / Akku-Livestand;11;16;0,1,5,6,9,10;03-E8-FF-FF-40-C0-30-00-00-00-31;NOTIFICATION;1
53869;1786991109154;150A;MotorUpdate / Motor-Livestand;10;16;0,1;03-E8-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
54071;1786991109356;150B;Motor-/Controllerblock;20;16;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
54284;1786991109569;150D;Fahrstatistik Max/Ø;20;16;–;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
55320;1786991110605;1502;Akkuinformationen;16;17;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
55746;1786991111031;1505;BikePerformance / Fahrleistung;18;16;0,1,2,3;01-EA-01-EA-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
55949;1786991111234;1506;Trip / Kilometer & Betriebszähler;16;17;7;00-00-1B-C3-00-02-28-16-00-00-02-C6-00-00-00-00;NOTIFICATION;1
56367;1786991111652;1508;Settings / Licht & Fahrstufe;17;17;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
56581;1786991111866;1509;BatteryChange / Akku-Livestand;11;17;5,6;03-E8-FF-FF-40-BF-CC-00-00-00-31;NOTIFICATION;1
56783;1786991112068;150A;MotorUpdate / Motor-Livestand;10;17;0,1;07-D0-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
56996;1786991112281;150B;Motor-/Controllerblock;20;17;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
57199;1786991112484;150D;Fahrstatistik Max/Ø;20;17;–;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
58245;1786991113530;1502;Akkuinformationen;16;18;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
58661;1786991113946;1505;BikePerformance / Fahrleistung;18;17;0,1,2,3;05-B4-05-B4-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
58879;1786991114164;1506;Trip / Kilometer & Betriebszähler;16;18;7;00-00-1B-C3-00-02-28-18-00-00-02-C6-00-00-00-00;NOTIFICATION;1
59293;1786991114578;1508;Settings / Licht & Fahrstufe;17;18;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
59493;1786991114778;1509;BatteryChange / Akku-Livestand;11;18;0,1,5,6,10;07-D0-FF-FF-40-BE-A0-00-00-00-61;NOTIFICATION;1
59710;1786991114995;150A;MotorUpdate / Motor-Livestand;10;18;–;07-D0-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
59911;1786991115196;150B;Motor-/Controllerblock;20;18;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;NOTIFICATION;1
60125;1786991115410;150D;Fahrstatistik Max/Ø;20;18;3;00-DA-00-6D-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
61160;1786991116445;1502;Akkuinformationen;16;19;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;NOTIFICATION;1
61586;1786991116871;1505;BikePerformance / Fahrleistung;18;18;0,1,2,3;03-D4-03-D4-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;NOTIFICATION;1
61791;1786991117076;1506;Trip / Kilometer & Betriebszähler;16;19;3,7;00-00-1B-C4-00-02-28-1B-00-00-02-C6-00-00-00-00;NOTIFICATION;1
62205;1786991117490;1508;Settings / Licht & Fahrstufe;17;19;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;NOTIFICATION;1
62420;1786991117705;1509;BatteryChange / Akku-Livestand;11;19;5,6,10;07-D0-FF-FF-40-BF-68-00-00-00-62;NOTIFICATION;1
